"기준일","요일","성별","연령대","시도","시군구","읍면동","업종","통화건수"
"20160901","목","남","30대","서울특별시","강서구","내발산동","치킨","92"
"20160901","목","여","40대","서울특별시","강서구","외발산동","치킨","5"
"20160901","목","여","10대","서울특별시","강서구","등촌동","치킨","5"
"20160901","목","남","40대","서울특별시","강서구","내발산동","치킨","47"
"20160901","목","여","30대","서울특별시","강서구","가양동","치킨","12"
"20160901","목","여","30대","서울특별시","강서구","외발산동","치킨","7"
"20160901","목","여","30대","서울특별시","강서구","내발산동","치킨","81"
"20160901","목","남","40대","서울특별시","강서구","가양동","치킨","5"
"20160901","목","남","40대","서울특별시","강서구","외발산동","치킨","5"
"20160901","목","남","20대","서울특별시","강서구","등촌동","치킨","28"
"20160901","목","여","40대","서울특별시","강서구","화곡동","치킨","93"
"20160901","목","남","30대","서울특별시","강서구","염창동","치킨","9"
"20160901","목","여","40대","서울특별시","강서구","방화동","치킨","20"
"20160901","목","남","60대이상","서울특별시","강서구","등촌동","치킨","5"
"20160901","목","남","30대","서울특별시","강서구","화곡동","치킨","74"
"20160901","목","남","50대","서울특별시","강서구","등촌동","치킨","10"
"20160901","목","여","40대","서울특별시","강서구","염창동","치킨","14"
"20160901","목","남","30대","서울특별시","강서구","방화동","치킨","20"
"20160901","목","여","20대","서울특별시","관악구","봉천동","치킨","71"
"20160901","목","여","60대이상","서울특별시","관악구","봉천동","치킨","16"
"20160901","목","여","50대","서울특별시","관악구","봉천동","치킨","30"
"20160901","목","여","10대","서울특별시","관악구","신림동","치킨","15"
"20160901","목","남","50대","서울특별시","관악구","신림동","치킨","9"
"20160901","목","남","10대","서울특별시","관악구","봉천동","치킨","18"
"20160901","목","남","60대이상","서울특별시","관악구","신림동","치킨","6"
"20160901","목","남","20대","서울특별시","관악구","신림동","치킨","58"
"20160901","목","여","50대","서울특별시","관악구","신림동","치킨","14"
"20160901","목","여","10대","서울특별시","관악구","봉천동","치킨","8"
"20160901","목","여","60대이상","서울특별시","관악구","신림동","치킨","10"
"20160901","목","여","20대","서울특별시","관악구","신림동","치킨","25"
"20160901","목","남","20대","서울특별시","관악구","봉천동","치킨","114"
"20160901","목","남","60대이상","서울특별시","관악구","봉천동","치킨","11"
"20160901","목","남","10대","서울특별시","관악구","신림동","치킨","9"
"20160901","목","남","50대","서울특별시","관악구","봉천동","치킨","23"
"20160901","목","여","40대","서울특별시","관악구","봉천동","치킨","100"
"20160901","목","남","30대","서울특별시","관악구","봉천동","치킨","135"
"20160901","목","여","30대","서울특별시","관악구","신림동","치킨","37"
"20160901","목","남","40대","서울특별시","관악구","신림동","치킨","15"
"20160901","목","남","30대","서울특별시","관악구","신림동","치킨","40"
"20160901","목","여","40대","서울특별시","관악구","신림동","치킨","38"
"20160901","목","남","40대","서울특별시","관악구","봉천동","치킨","71"
"20160901","목","여","30대","서울특별시","관악구","봉천동","치킨","118"
"20160901","목","여","50대","서울특별시","광진구","중곡동","치킨","5"
"20160901","목","남","40대","서울특별시","광진구","화양동","치킨","5"
"20160901","목","여","10대","서울특별시","광진구","자양동","치킨","8"
"20160901","목","남","20대","서울특별시","광진구","광장동","치킨","5"
"20160901","목","여","40대","서울특별시","광진구","능동","치킨","7"
"20160901","목","여","30대","서울특별시","광진구","화양동","치킨","5"
"20160901","목","남","30대","서울특별시","광진구","능동","치킨","5"
"20160901","목","여","20대","서울특별시","광진구","구의동","치킨","5"
"20160901","목","여","10대","서울특별시","광진구","광장동","치킨","5"
"20160901","목","남","20대","서울특별시","광진구","자양동","치킨","14"
"20160901","목","남","50대","서울특별시","광진구","자양동","치킨","7"
"20160901","목","남","10대","서울특별시","광진구","중곡동","치킨","5"
"20160901","목","남","60대이상","서울특별시","광진구","자양동","치킨","5"
"20160901","목","여","20대","서울특별시","광진구","자양동","치킨","15"
"20160901","목","여","50대","서울특별시","광진구","자양동","치킨","11"
"20160901","목","여","60대이상","서울특별시","광진구","자양동","치킨","5"
"20160901","목","여","10대","서울특별시","광진구","중곡동","치킨","5"
"20160901","목","여","40대","서울특별시","광진구","화양동","치킨","5"
"20160901","목","남","50대","서울특별시","광진구","중곡동","치킨","5"
"20160901","목","남","40대","서울특별시","광진구","능동","치킨","5"
"20160901","목","여","20대","서울특별시","광진구","광장동","치킨","5"
"20160901","목","남","60대이상","서울특별시","광진구","중곡동","치킨","5"
"20160901","목","남","10대","서울특별시","광진구","자양동","치킨","6"
"20160901","목","남","30대","서울특별시","광진구","화양동","치킨","5"
"20160901","목","여","50대","서울특별시","광진구","광장동","치킨","5"
"20160901","목","남","20대","서울특별시","광진구","중곡동","치킨","5"
"20160901","목","여","30대","서울특별시","광진구","능동","치킨","5"
"20160901","목","여","60대이상","서울특별시","광진구","광장동","치킨","5"
"20160901","목","남","30대","서울특별시","광진구","중곡동","치킨","7"
"20160901","목","남","40대","서울특별시","광진구","광장동","치킨","5"
"20160901","목","여","20대","서울특별시","광진구","능동","치킨","5"
"20160901","목","남","20대","서울특별시","광진구","화양동","치킨","5"
"20160901","목","여","30대","서울특별시","광진구","광장동","치킨","5"
"20160901","목","여","40대","서울특별시","광진구","중곡동","치킨","5"
"20160901","목","여","50대","서울특별시","광진구","능동","치킨","5"
"20160901","목","남","40대","서울특별시","광진구","자양동","치킨","10"
"20160901","목","남","10대","서울특별시","광진구","능동","치킨","5"
"20160901","목","여","40대","서울특별시","광진구","구의동","치킨","5"
"20160901","목","여","30대","서울특별시","광진구","자양동","치킨","20"
"20160901","목","남","30대","서울특별시","광진구","구의동","치킨","5"
"20160901","목","여","40대","서울특별시","광진구","자양동","치킨","27"
"20160901","목","남","30대","서울특별시","광진구","자양동","치킨","19"
"20160901","목","여","30대","서울특별시","광진구","구의동","치킨","5"
"20160901","목","남","20대","서울특별시","광진구","능동","치킨","6"
"20160901","목","여","30대","서울특별시","광진구","중곡동","치킨","5"
"20160901","목","여","40대","서울특별시","광진구","광장동","치킨","5"
"20160901","목","여","20대","서울특별시","광진구","화양동","치킨","5"
"20160901","목","남","60대이상","서울특별시","광진구","능동","치킨","5"
"20160901","목","남","40대","서울특별시","광진구","중곡동","치킨","5"
"20160901","목","남","30대","서울특별시","광진구","광장동","치킨","5"
"20160901","목","남","60대이상","서울특별시","구로구","개봉동","치킨","6"
"20160901","목","남","40대","서울특별시","구로구","궁동","치킨","6"
"20160901","목","여","40대","서울특별시","구로구","고척동","치킨","6"
"20160901","목","여","30대","서울특별시","구로구","가리봉동","치킨","5"
"20160901","목","남","50대","서울특별시","구로구","개봉동","치킨","12"
"20160901","목","남","20대","서울특별시","구로구","개봉동","치킨","24"
"20160901","목","여","30대","서울특별시","구로구","궁동","치킨","17"
"20160901","목","남","10대","서울특별시","구로구","구로동","치킨","6"
"20160901","목","남","30대","서울특별시","구로구","고척동","치킨","14"
"20160901","목","남","40대","서울특별시","구로구","가리봉동","치킨","5"
"20160901","목","여","40대","서울특별시","구로구","천왕동","치킨","5"
"20160901","목","남","60대이상","서울특별시","구로구","신도림동","치킨","5"
"20160901","목","여","60대이상","서울특별시","구로구","구로동","치킨","5"
"20160901","목","여","50대","서울특별시","구로구","구로동","치킨","8"
"20160901","목","남","50대","서울특별시","구로구","신도림동","치킨","5"
"20160901","목","여","10대","서울특별시","구로구","개봉동","치킨","5"
"20160901","목","남","20대","서울특별시","구로구","신도림동","치킨","5"
"20160901","목","남","30대","서울특별시","구로구","천왕동","치킨","5"
"20160901","목","여","20대","서울특별시","구로구","구로동","치킨","15"
"20160901","목","여","60대이상","서울특별시","구로구","신도림동","치킨","5"
"20160901","목","남","60대이상","서울특별시","구로구","구로동","치킨","5"
"20160901","목","남","10대","서울특별시","구로구","개봉동","치킨","7"
"20160901","목","여","30대","서울특별시","구로구","천왕동","치킨","5"
"20160901","목","여","20대","서울특별시","구로구","신도림동","치킨","6"
"20160901","목","남","20대","서울특별시","구로구","구로동","치킨","7"
"20160901","목","여","40대","서울특별시","구로구","궁동","치킨","13"
"20160901","목","여","60대이상","서울특별시","구로구","개봉동","치킨","5"
"20160901","목","남","30대","서울특별시","구로구","가리봉동","치킨","5"
"20160901","목","남","40대","서울특별시","구로구","고척동","치킨","9"
"20160901","목","여","50대","서울특별시","구로구","개봉동","치킨","15"
"20160901","목","여","20대","서울특별시","구로구","개봉동","치킨","17"
"20160901","목","남","10대","서울특별시","구로구","신도림동","치킨","5"
"20160901","목","남","30대","서울특별시","구로구","궁동","치킨","5"
"20160901","목","여","10대","서울특별시","구로구","구로동","치킨","5"
"20160901","목","여","30대","서울특별시","구로구","고척동","치킨","18"
"20160901","목","여","20대","서울특별시","구로구","고척동","치킨","6"
"20160901","목","남","60대이상","서울특별시","구로구","가리봉동","치킨","5"
