측정일시	측정소명	이산화질소농도(ppm)	오존농도(ppm)	일산화탄소농도(ppm)	아황산가스(ppm)	미세먼지(ug/m^2)	초미세먼지(ug/m^2)
20160829	강서구	0.016	0.025	0.2	0.005	21	8
20160829	도봉구	0.021	0.022	0.2	0.004	15	6
20160829	공항대로	0.03	0.01	0.4	0.004	45	12
20160829	홍릉로	0.031	0.012	0.5	0.007	18	9
20160829	양천구	0.017	0.024	0.3	0.003	13	5
20160829	서대문구	0.015	0.024	0.4	0.003	15	6
20160829	서초구	0.016	0.019	0.4	0.003	17	6
20160829	광진구	0.02	0.019	0.5	0.004	15	4
20160829	영등포구	0.018	0.026	0.4	0.003	21	8
20160829	한강대로	0.028	0.018	0.4	0.004	24	10
20160829	종로	0.027	0.013	0.3	0.003	22	11
20160829	강북구	0.021	0.019	0.3	0.003	9	4
20160829	동작구	0.021	0.019	0.3	0.003	17	7
20160829	관악구	0.022	0.021	0.3	0.006	20	12
20160829	동대문구	0.022	0.014	0.4	0.004	17	7
20160829	영등포로	0.033	0.013	0.3	0.006	22	9
20160829	성동구	0.019	0.014	0.4	0.007	16	6
20160829	중구	0.016	0.019	0.3	0.004	17	8
20160829	마포구	0.019	0.021	0.3	0.002	18	10
20160829	은평구	0.021	0.018	0.2	0.005	16	8
20160829	천호대로	0.035	0.01	0.6	0.003	19	11
20160829	종로구	0.015	0.018	0.2	0.003	13	4
20160829	도산대로	0.037	0.013	0.5	0.004	21	8
20160829	강남대로	0.061	0.01	0.6	0.005	39	15
20160829	성북구	0.022	0.016	0.3	0.005	21	8
20160829	송파구	0.022	0.018	0.3	0.004	15	6
20160829	중랑구	0.017	0.015	0.3	0.005	18	8
20160829	용산구	0.014	0.018	0.2	0.004	15	8
20160829	강남구	0.02	0.017	0.3	0.003	18	8
20160829	금천구	0.019	0.024	0.3	0.003	13	6
20160829	강변북로	0.022	0.015	0.3	0.002	18	7
20160829	강동구	0.021	0.017	0.3	0.003	21	8
20160829	구로구	0.014	0.02	0.2	0.004	19	8
20160829	청계천로	0.032	0.015	0.4	0.005	18	10
20160829	신촌로	0.032	0.012	0.6	0.005	24	11
20160829	화랑로	0.039	0.011	0.5	0.004	23	10
20160828	신촌로	0.021	0.017	0.4	0.004	14	7
20160828	도봉구	0.014	0.027	0.2	0.003	10	4
20160828	강서구	0.011	0.027	0.2	0.005	12	5
20160828	용산구	0.008	0.025	0.2	0.004	12	7
20160828	강남구	0.012	0.02	0.2	0.003	13	5
20160828	성북구	0.014	0.019	0.3	0.004	14	5
20160828	서초구	0.008	0.024	0.4	0.003	11	4
20160828	홍릉로	0.022	0.015	0.4	0.006	13	8
20160828	강동구	0.015	0.019	0.2	0.003	12	5
20160828	청계천로	0.017	0.02	0.2	0.005	14	7
20160828	강변북로	0.011	0.019	0.3	0.002	19	7
20160828	영등포구	0.011	0.032	0.4	0.002	12	5
20160828	종로구	0.01	0.02	0.2	0.003	10	2
20160828	은평구	0.014	0.021	0.2	0.004	9	4
20160828	구로구	0.009	0.023	0.2	0.004	12	5
20160828	강북구	0.014	0.023	0.3	0.002	5	2
20160828	노원구	0.006	0.025	0.3	0.005	4	2
20160828	영등포로	0.021	0.019	0.2	0.006	12	6
20160828	종로	0.024	0.014	0.2	0.003	16	9
20160828	동대문구	0.015	0.016	0.4	0.004	11	4
20160828	중랑구	0.01	0.019	0.2	0.005	12	5
20160828	관악구	0.013	0.023	0.2	0.006	15	9
20160828	성동구	0.011	0.018	0.1	0.006	11	4
20160828	금천구	0.011	0.026	0.2	0.003	9	3
20160828	중구	0.011	0.021	0.3	0.004	12	5
20160828	동작구	0.014	0.02	0.2	0.003	11	5
20160828	마포구	0.009	0.028	0.2	0.002	12	8
20160828	동작대로	0.029	0.012	0.4	0.003	30	16
20160828	도산대로	0.022	0.017	0.4	0.003	14	6
20160828	화랑로	0.031	0.015	0.4	0.003	14	6
20160828	천호대로	0.022	0.016	0.6	0.002	15	11
20160828	정릉로	0.025	0.017	0.5	0.003	15	8
20160828	광진구	0.009	0.023	0.5	0.005	8	2
20160828	서대문구	0.012	0.029	0.3	0.002	9	4
20160828	공항대로	0.019	0.013	0.3	0.004	31	9
20160828	강남대로	0.039	0.016	0.4	0.005	17	5
20160828	한강대로	0.021	0.02	0.3	0.004	15	6
20160828	송파구	0.014	0.023	0.2	0.004	9	4
20160828	양천구	0.011	0.028	0.3	0.003	9	3
20160827	강남대로	0.061	0.013	0.5	0.005	24	7
20160827	관악구	0.021	0.027	0.2	0.006	17	10
20160827	공항대로	0.027	0.016	0.4	0.004	34	10
20160827	화랑로	0.046	0.013	0.6	0.004	20	9
20160827	마포구	0.021	0.03	0.2	0.002	17	9
20160827	은평구	0.018	0.023	0.2	0.004	13	6
20160827	종로구	0.013	0.027	0.2	0.003	10	2
20160827	동대문구	0.019	0.023	0.4	0.004	14	5
20160827	도봉구	0.017	0.033	0.2	0.004	12	4
20160827	양천구	0.017	0.032	0.3	0.003	11	3
20160827	중랑구	0.012	0.027	0.2	0.005	14	4
20160827	강서구	0.017	0.034	0.2	0.005	14	4
20160827	홍릉로	0.026	0.021	0.4	0.006	14	7
20160827	성북구	0.019	0.023	0.3	0.004	18	6
20160827	중구	0.018	0.023	0.3	0.004	15	6
20160827	구로구	0.012	0.029	0.2	0.004	15	6
20160827	천호대로	0.025	0.021	0.6	0.003	22	14
20160827	강변북로	0.017	0.023	0.2	0.002	16	7
20160827	강동구	0.015	0.025	0.2	0.003	15	5
20160827	종로	0.046	0.013	0.4	0.003	21	9
20160827	동작구	0.021	0.024	0.3	0.003	14	7
20160827	영등포구	0.014	0.037	0.3	0.003	15	5
20160827	용산구	0.01	0.034	0.2	0.004	13	7
20160827	한강대로	0.028	0.024	0.4	0.004	28	10
20160827	동작대로	0.043	0.012	0.5	0.003	29	16
20160827	도산대로	0.034	0.019	0.6	0.004	19	7
20160827	강남구	0.017	0.025	0.2	0.004	15	6
20160827	영등포로	0.032	0.021	0.4	0.007	17	8
20160827	서초구	0.008	0.032	0.4	0.003	12	5
20160827	정릉로	0.032	0.018	0.5	0.003	18	10
20160827	서대문구	0.014	0.034	0.3	0.003	12	5
20160827	금천구	0.014	0.033	0.3	0.003	10	4
20160827	신촌로	0.026	0.019	0.4	0.004	19	8
20160827	강북구	0.016	0.029	0.3	0.003	6	2
20160827	송파구	0.019	0.026	0.2	0.004	13	5
20160827	청계천로	0.028	0.023	0.3	0.005	16	8
20160827	광진구	0.013	0.028	0.4	0.004	12	2
20160827	성동구	0.014	0.026	0.1	0.007	13	5
20160827	노원구	0.012	0.027	0.3	0.005	7	3
20160826	종로구	0.013	0.027	0.2	0.003	11	5
20160826	강북구	0.014	0.034	0.3	0.003	8	4
20160826	용산구	0.01	0.033	0.2	0.004	13	8
20160826	마포구	0.016	0.033	0.2	0.002	18	11
20160826	서초구	0.009	0.032	0.4	0.003	12	5
20160826	구로구	0.013	0.03	0.2	0.004	16	7
20160826	양천구	0.017	0.033	0.3	0.003	14	5
20160826	강변북로	0.014	0.025	0.3	0.002	12	7
20160826	강서구	0.016	0.032	0.2	0.005	14	6
20160826	동대문구	0.019	0.023	0.4	0.004	14	7
20160826	도봉구	0.013	0.04	0.2	0.004	13	4
20160826	영등포로	0.03	0.023	0.3	0.006	18	8
20160826	강남대로	0.058	0.014	0.6	0.005	24	7
20160826	천호대로					19	13
20160826	공항대로	0.027	0.016	0.4	0.004	33	11
20160826	중랑구	0.012	0.026	0.2	0.005	15	7
20160826	노원구	0.01	0.03	0.3	0.005	6	3
20160826	금천구	0.015	0.034	0.3	0.003	14	6
20160826	도산대로	0.035	0.019	0.6	0.003	18	7
20160826	중구	0.02	0.024	0.4	0.004	18	8
20160826	한강대로	0.029	0.025	0.4	0.004	33	10
20160826	화랑로	0.046	0.014	0.6	0.004	22	9
20160826	강동구	0.017	0.026	0.3	0.003	15	6
20160826	종로	0.053	0.013	0.5	0.004	22	12
20160826	신촌로	0.026	0.019	0.5	0.004	19	10
20160826	정릉로	0.03	0.021	0.5	0.003	14	11
20160826	성동구	0.015	0.023	0.2	0.006	14	6
20160826	홍릉로	0.031	0.02	0.4	0.007	15	9
20160826	서대문구	0.012	0.036	0.3	0.002	14	6
20160826	광진구	0.015	0.027	0.5	0.003	12	4
20160826	은평구	0.015	0.025	0.2	0.004	13	6
20160826	관악구	0.017	0.029	0.3	0.006	18	10
20160826	성북구	0.02	0.022	0.3	0.003	17	10
20160826	영등포구	0.013	0.038	0.3	0.003	16	7
20160826	강남구	0.019	0.023	0.2	0.004	14	7
20160826	송파구	0.017	0.027	0.3	0.003	10	5
20160826	동작대로	0.042	0.012	0.5	0.004	36	17
20160826	동작구	0.019	0.023	0.3	0.003	13	6
20160826	청계천로	0.03	0.023	0.4	0.005	17	10
20160825	송파구	0.033	0.023	0.5	0.004	34	21
20160825	양천구	0.024	0.031	0.4	0.004	24	13
20160825	화랑로	0.054	0.015	0.6	0.004	42	25
20160825	용산구	0.027	0.023	0.4	0.004	30	20
20160825	강북구	0.025	0.031	0.4	0.003	22	15
20160825	서대문구	0.02	0.024	0.4	0.003	29	14
20160825	성동구	0.032	0.015	0.3	0.007	31	19
20160825	영등포구	0.024	0.03	0.5	0.002	33	17
20160825	노원구	0.019	0.029	0.3	0.006	20	14
20160825	강동구	0.037	0.022	0.4	0.004	38	23
20160825	청계천로	0.048	0.018	0.5	0.006	33	20
20160825	공항대로	0.04	0.011	0.5	0.005	53	19
20160825	광진구	0.03	0.022	0.6	0.004	36	20
20160825	도봉구	0.029	0.023	0.4	0.004	32	19
20160825	은평구	0.023	0.018	0.4	0.004	23	14
20160825	영등포로	0.057	0.011	0.5	0.007	35	18
20160825	홍릉로	0.05	0.013	0.7	0.007	31	20
20160825	마포구	0.029	0.025	0.3	0.003	28	20
20160825	강남구	0.032	0.023	0.4	0.004	35	22
20160825	관악구	0.028	0.029	0.3	0.006	29	18
20160825	금천구	0.029	0.029	0.4	0.004	26	15
20160825	강변북로	0.047	0.009	0.5	0.003	40	23
20160825	강남대로	0.075	0.013	0.7	0.005	39	16
20160825	천호대로					32	22
20160825	구로구	0.019	0.032	0.3	0.004	31	18
20160825	신촌로	0.052	0.008	0.9	0.005	38	21
20160825	중랑구	0.025	0.024	0.3	0.005	35	22
20160825	강서구	0.022	0.028	0.2	0.006	31	16
20160825	종로구	0.026	0.021	0.3	0.004	26	17
20160825	한강대로	0.052	0.016	0.6	0.004	40	21
20160825	중구	0.023	0.023	0.5	0.004	33	19
20160825	도산대로	0.047	0.018	0.6	0.004	36	18
20160825	정릉로	0.023	0.023	0.5	0.004	35	20
20160825	서초구	0.022	0.03	0.5	0.004	33	17
20160825	동대문구	0.027	0.021	0.4	0.005	25	15
20160825	동작구	0.025	0.025	0.3	0.004	24	15
20160825	종로	0.038	0.015	0.3	0.004	26	15
20160825	동작대로	0.057	0.014	0.6	0.004	52	30
20160825	성북구	0.027	0.023	0.5	0.004	34	19
20160824	노원구	0.02	0.038	0.4	0.006	29	23
20160824	한강대로	0.05	0.024	0.5	0.005	47	25
20160824	광진구	0.036	0.03	0.7	0.004	46	24
20160824	용산구	0.03	0.028	0.4	0.005	32	22
20160824	강남구	0.033	0.027	0.4	0.004	34	22
20160824	강북구	0.029	0.037	0.4	0.004	30	20
20160824	영등포로	0.062	0.013	0.5	0.008	41	23
20160824	영등포구	0.026	0.033	0.6	0.003	41	24
20160824	강변북로	0.07	0.007	0.6	0.005	42	22
20160824	강동구	0.038	0.031	0.4	0.004	43	25
20160824	성동구	0.035	0.018	0.3	0.007	35	22
20160824	도봉구	0.029	0.04	0.4	0.003	37	24
20160824	마포구	0.032	0.028	0.4	0.004	35	24
20160824	청계천로	0.054	0.014	0.5	0.006	38	25
20160824	양천구	0.028	0.033	0.4	0.005	31	18
20160824	홍릉로	0.054	0.016	0.7	0.007	32	23
20160824	은평구	0.028	0.02	0.3	0.004	30	19
20160824	강서구	0.026	0.031	0.3	0.006	37	24
20160824	공항대로	0.042	0.013	0.5	0.006	55	25
20160824	동작대로	0.067	0.012	0.6	0.004	53	36
20160824	구로구	0.022	0.034	0.3	0.006	42	25
20160824	성북구	0.031	0.027	0.5	0.006	37	24
20160824	관악구	0.029	0.033	0.3	0.008	35	24
20160824	중구	0.024	0.027	0.5	0.005	40	23
20160824	천호대로			0.9		36	24
20160824	도산대로	0.051	0.018	0.6	0.004	40	23
20160824	서대문구	0.022	0.03	0.4	0.003	36	17
20160824	서초구	0.024	0.032	0.5	0.004	35	20
20160824	중랑구	0.032	0.028	0.4	0.005	43	27
20160824	화랑로	0.066	0.018	0.7	0.004	40	28
20160824	동대문구	0.031	0.023	0.5	0.005	33	22
20160824	동작구	0.028	0.027	0.3	0.004	29	18
20160824	송파구	0.034	0.031	0.5	0.004	34	22
20160824	강남대로	0.088	0.012	0.8	0.006	46	18
20160824	정릉로	0.028	0.026	0.5	0.004	44	27
20160824	종로	0.045	0.018	0.4	0.004	34	21
20160824	금천구	0.033	0.032	0.4	0.005	29	19
20160824	신촌로	0.057	0.009	0.9	0.006	44	25
20160824	종로구	0.027	0.025	0.3	0.005	31	21
20160823	종로구	0.029	0.025	0.3	0.004	29	19
20160823	종로	0.052	0.014	0.4	0.003	34	22
20160823	용산구	0.024	0.033	0.4	0.004	33	23
20160823	은평구	0.024	0.022	0.3	0.004	26	17
20160823	중랑구	0.025	0.024	0.4	0.005	34	24
20160823	중구	0.028	0.022	0.4	0.004	39	25
20160823	정릉로	0.032	0.023	0.5	0.004	45	27
20160823	청계천로	0.061	0.002	0.6	0.006	38	23
20160823	강변북로	0.053	0.016	0.5	0.004	40	26
20160823	강남구	0.029	0.033	0.4	0.004	40	27
20160823	양천구	0.029	0.039	0.4	0.004	30	19
20160823	동작대로	0.066	0.016	0.6	0.004	52	37
20160823	강동구	0.037	0.027	0.4	0.004	36	22
20160823	공항대로	0.044	0.014	0.6	0.005	60	28
20160823	성동구	0.031	0.021	0.3	0.006	36	19
20160823	성북구	0.032	0.023	0.5	0.004	35	20
20160823	영등포로	0.065	0.016	0.5	0.006	46	28
20160823	관악구	0.031	0.034	0.4	0.006	36	25
20160823	홍릉로	0.049	0.022	0.6	0.006	30	22
20160823	서초구	0.025	0.036	0.6	0.003	37	22
20160823	신촌로	0.051	0.014	0.8	0.004	51	28
20160823	한강대로	0.051	0.026	0.6	0.004	49	30
20160823	서대문구	0.022	0.032	0.4	0.002	33	17
20160823	도산대로	0.046	0.02	0.8	0.004	41	27
20160823	영등포구	0.026	0.035	0.5	0.002	41	25
20160823	광진구	0.034	0.03	0.7	0.004	39	22
20160823	도봉구	0.024	0.047	0.3	0.003	31	20
20160823	금천구	0.027	0.039	0.4	0.004	31	20
20160823	구로구	0.016	0.039	0.3	0.004	34	17
20160823	화랑로	0.058	0.015	0.6	0.004	40	24
20160823	동작구	0.025	0.03	0.3	0.004	26	17
20160823	강남대로	0.09	0.013	0.8	0.005	49	21
20160823	강서구	0.027	0.036	0.3	0.005	40	22
20160823	강북구	0.022	0.042	0.4	0.003	22	15
20160823	노원구	0.018	0.041	0.4	0.005	19	14
20160823	마포구	0.035	0.028	0.3	0.003	37	25
20160823	동대문구	0.047	0.03	0.6	0.004	53	39
20160823	천호대로	0.034	0.028	0.9	0.003	28	22
20160823	송파구	0.032	0.03	0.5	0.004	31	21
20160822	도봉구	0.022	0.041	0.3	0.004	28	19
20160822	강변북로	0.059	0.014	0.5	0.004	35	22
20160822	성동구	0.026	0.028	0.3	0.007	30	18
20160822	서초구	0.024	0.041	0.5	0.003	34	18
20160822	중랑구	0.023	0.032	0.3	0.005	29	21
20160822	동작대로	0.069	0.016	0.6	0.004	51	33
20160822	강남대로	0.091	0.013	0.8	0.005	46	20
20160822	강북구	0.021	0.041	0.4	0.003	20	14
20160822	금천구	0.028	0.038	0.4	0.003	27	17
20160822	서대문구	0.016	0.04	0.4	0.002	30	15
20160822	종로구	0.021	0.03	0.3	0.004	25	18
20160822	마포구	0.024	0.037	0.1	0.002	29	20
20160822	홍릉로	0.049	0.024	0.6	0.007	30	18
20160822	신촌로	0.048	0.014	0.8	0.004	38	21
20160822	강남구	0.029	0.033	0.4	0.004	32	20
20160822	영등포구	0.022	0.037	0.5	0.002	37	21
20160822	동작구	0.027	0.031	0.3	0.004	22	15
20160822	송파구	0.025	0.036	0.4	0.005	24	18
20160822	한강대로	0.049	0.028	0.5	0.004	40	23
20160822	강동구	0.03	0.035	0.3	0.004	31	18
20160822	공항대로	0.04	0.013	0.5	0.005	62	26
20160822	정릉로	0.037	0.023	0.6	0.004	36	22
20160822	강서구	0.022	0.032	0.3	0.005	37	22
20160822	화랑로	0.059	0.023	0.5	0.004	36	18
20160822	중구	0.02	0.036	0.1	0.004	34	23
20160822	광진구	0.025	0.038	0.6	0.004	25	16
20160822	노원구	0.015	0.041	0.3	0.005	19	13
20160822	청계천로	0.049	0.003	0.5	0.006	32	20
20160822	관악구	0.03	0.035	0.4	0.006	32	22
20160822	동대문구						
20160822	종로	0.044	0.02	0.4	0.003	25	16
20160822	도산대로	0.035	0.023	0.8	0.004	33	21
20160822	영등포로	0.051	0.02	0.4	0.006	38	23
20160822	구로구	0.017	0.043	0.3	0.004	34	24
20160822	용산구	0.021	0.043	0.3	0.004	28	20
20160822	양천구	0.024	0.037	0.4	0.003	29	17
20160822	은평구	0.021	0.027	0.3	0.004	25	16
20160822	성북구	0.028	0.03	0.4	0.003	31	18
20160822	천호대로	0.065	0.026		0.002	25	17
20160821	중구	0.017	0.043	0.1	0.004	33	22
20160821	청계천로	0.029	0.007	0.3	0.005	29	19
20160821	서대문구	0.016	0.048	0.3	0.003	29	16
20160821	동대문구	0.016	0.035	0.4	0.005	25	17
20160821	천호대로			1		31	21
20160821	송파구	0.019	0.039	0.4	0.004	22	18
20160821	서초구	0.013	0.051	0.5	0.004	30	19
20160821	강남구	0.022	0.038	0.3	0.004	30	19
20160821	광진구	0.019	0.039	0.6	0.003	23	14
20160821	한강대로	0.038	0.038	0.5	0.004	40	23
20160821	도산대로	0.026	0.033	0.7	0.004	32	20
20160821	구로구	0.013	0.053	0.3	0.005	32	21
20160821	종로	0.026	0.029	0.3	0.003	24	16
20160821	공항대로	0.033	0.024	0.5	0.005	46	24
20160821	강변북로	0.034	0.026	0.4	0.004	31	18
20160821	영등포구	0.018	0.05	0.4	0.002	32	20
20160821	중랑구	0.016	0.033	0.3	0.005	27	17
20160821	동작대로	0.057	0.024	0.6	0.004	43	30
20160821	용산구	0.018	0.047	0.3	0.004	28	18
20160821	강북구	0.018	0.046	0.4	0.003	20	15
20160821	신촌로	0.044	0.02	0.7	0.005	37	22
20160821	종로구	0.014	0.037	0.2	0.004	25	15
20160821	성북구	0.017	0.038	0.4	0.004	29	18
20160821	강서구	0.02	0.049	0.3	0.005	32	21
20160821	영등포로	0.045	0.032	0.4	0.007	34	19
20160821	관악구	0.021	0.049	0.3	0.006	30	20
20160821	홍릉로	0.037	0.027	0.5	0.007	25	16
20160821	은평구	0.02	0.034	0.3	0.004	24	18
20160821	성동구	0.015	0.034	0.3	0.006	28	16
20160821	도봉구	0.019	0.048	0.3	0.005	28	18
20160821	양천구	0.017	0.056	0.4	0.003	27	15
20160821	강남대로	0.076	0.019	0.6	0.005	41	21
20160821	금천구	0.02	0.052	0.3	0.004	25	15
20160821	화랑로	0.048	0.025	0.4	0.004	32	19
20160821	정릉로	0.03	0.029	0.5	0.004	34	22
20160821	마포구	0.017	0.05	0.1	0.003	29	21
20160821	노원구	0.011	0.042	0.4	0.006	17	13
20160821	동작구	0.017	0.042	0.3	0.004	22	14
20160821	강동구	0.024	0.034	0.3	0.004	28	18
20160820	신촌로	0.042	0.021	0.7	0.004	44	25
20160820	중랑구	0.022	0.027	0.4	0.005	35	20
20160820	종로구	0.022	0.029	0.3	0.004	31	21
20160820	용산구	0.018	0.04	0.4	0.004	29	22
20160820	은평구	0.026	0.028	0.3	0.004	27	20
20160820	강남구	0.024	0.034	0.3	0.004	34	20
20160820	송파구	0.018	0.037	0.4	0.003	24	19
20160820	광진구	0.02	0.038	0.6	0.004	28	18
20160820	금천구	0.025	0.053	0.4	0.003	34	21
20160820	청계천로	0.053	0.003	0.5	0.006	36	24
20160820	양천구	0.027	0.049	0.5	0.003	34	21
20160820	강동구	0.026	0.032	0.4	0.004	33	21
20160820	강서구	0.028	0.047	0.3	0.005	39	28
20160820	영등포구	0.025	0.043	0.6	0.002	42	24
20160820	강변북로	0.047	0.019	0.5	0.004	37	21
20160820	동작대로	0.068	0.017	0.7	0.004	51	33
20160820	도산대로	0.041	0.025	0.9	0.004	34	22
20160820	홍릉로	0.047	0.02	0.6	0.007	30	21
20160820	마포구	0.026	0.04	0.2	0.003	35	24
20160820	구로구	0.019	0.051	0.4	0.004	44	29
20160820	강남대로	0.086	0.015	0.7	0.005	42	22
20160820	한강대로	0.048	0.026	0.5	0.004	47	27
20160820	성북구	0.027	0.028	0.5	0.005	39	23
20160820	노원구	0.014	0.04	0.4	0.006	25	18
20160820	서대문구	0.018	0.044	0.4	0.002	32	16
20160820	도봉구	0.021	0.043	0.4	0.003	35	20
20160820	동작구	0.024	0.036	0.3	0.004	26	17
20160820	화랑로	0.058	0.017	0.6	0.004	44	21
20160820	중구	0.026	0.031	0.2	0.004	40	25
20160820	관악구	0.032	0.041	0.4	0.006	36	23
20160820	종로	0.046	0.016	0.4	0.004	30	20
20160820	서초구	0.021	0.039	0.5	0.003	37	20
20160820	성동구	0.021	0.028	0.3	0.006	32	19
20160820	강북구	0.025	0.038	0.4	0.003	27	19
20160820	천호대로	0.035	0.027	0.9	0.003	28	19
20160820	공항대로	0.044	0.019	0.6	0.005	67	33
20160820	영등포로	0.055	0.025	0.4	0.006	42	26
20160820	정릉로	0.036	0.017	0.6	0.004	43	25
20160820	동대문구	0.026	0.027	0.5	0.005	33	20
20160819	도봉구	0.028	0.048	0.5	0.004	63	42
20160819	홍릉로	0.063	0.019	0.8	0.007	55	39
20160819	광진구	0.034	0.038	0.8	0.004	59	42
20160819	서대문구	0.025	0.049	0.4	0.003	63	34
20160819	마포구	0.043	0.042	0.4	0.003	59	44
20160819	영등포구	0.035	0.046	0.7	0.003	72	44
20160819	강북구	0.035	0.044	0.5	0.003	52	39
20160819	구로구	0.036	0.049	0.5	0.006	79	52
20160819	청계천로	0.088	0.003	0.8	0.006	61	37
20160819	관악구	0.051	0.04	0.6	0.007	61	42
20160819	동작구	0.037	0.037	0.5	0.004	51	37
20160819	강서구	0.039	0.053	0.4	0.005	79	57
20160819	도산대로	0.062	0.025	1.1	0.004	66	27
20160819	강변북로	0.068	0.015	0.7	0.004	73	48
20160819	서초구	0.043	0.039	0.7	0.004	44	42
20160819	공항대로	0.063	0.018	0.8	0.006	96	52
20160819	화랑로	0.067	0.015	0.6	0.004	75	48
20160819	강남구	0.038	0.038	0.5	0.004	64	45
20160819	노원구	0.025	0.041	0.5	0.006	48	40
20160819	용산구	0.035	0.04	0.5	0.005	56	41
20160819	송파구	0.031	0.036	0.6	0.005	46	38
20160819	성동구	0.04	0.028	0.4	0.006	60	40
20160819	중랑구	0.031	0.03	0.5	0.005	61	46
20160819	천호대로	0.056	0.024	1	0.003	45	34
20160819	정릉로	0.044	0.026	0.7	0.004	75	51
20160819	신촌로	0.06	0.018	1	0.005	88	51
20160819	중구	0.042	0.029	0.6	0.005	72	52
20160819	강동구	0.036	0.035	0.5	0.004	63	41
20160819	종로	0.064	0.018	0.5	0.004	52	35
20160819	동작대로	0.09	0.018	0.8	0.004	91	63
20160819	금천구	0.046	0.05	0.6	0.005	56	40
20160819	동대문구	0.044	0.026	0.7	0.005	59	37
20160819	한강대로	0.072	0.024	0.7	0.005	81	56
20160819	종로구	0.037	0.029	0.4	0.005	54	43
20160819	강남대로	0.097	0.015	1	0.005	122	58
20160819	양천구	0.045	0.053	0.6	0.005	56	38
20160819	영등포로	0.074	0.025	0.6	0.007	75	49
20160819	성북구	0.041	0.026	0.7	0.004	70	42
20160819	은평구	0.033	0.035	0.5	0.004	51	37
20160818	동대문구	0.042	0.029	0.6	0.005	54	36
20160818	강북구	0.032	0.053	0.5	0.003	45	32
20160818	강남대로	0.107	0.019	0.9	0.006	75	51
20160818	서초구	0.033	0.048	0.6	0.005	42	36
20160818	은평구	0.03	0.034	0.5	0.004	46	32
20160818	송파구	0.03	0.041	0.6	0.004	42	36
20160818	용산구	0.031	0.048	0.5	0.004	50	37
20160818	중구	0.03	0.037	0.6	0.005	58	35
20160818	관악구	0.036	0.049	0.5	0.008	51	35
20160818	화랑로	0.072	0.015	0.6	0.004	69	41
20160818	광진구	0.035	0.043	0.8	0.003	51	35
20160818	동작대로	0.084	0.021	0.7	0.005	77	52
20160818	구로구	0.025	0.05	0.4	0.007	64	39
20160818	한강대로	0.065	0.035	0.7	0.005	73	45
20160818	성동구	0.038	0.032	0.5	0.006	58	36
20160818	강남구	0.041	0.043	0.5	0.004	60	38
20160818	금천구	0.038	0.048	0.5	0.006	49	32
20160818	청계천로	0.049	0.01	0.6	0.006	47	28
20160818	마포구	0.039	0.047	0.3	0.004	54	37
20160818	노원구	0.03	0.039	0.5	0.006	41	32
20160818	강변북로	0.062	0.024	0.6	0.004	76	38
20160818	양천구	0.031	0.05	0.5	0.006	46	28
20160818	강서구	0.034	0.045	0.4	0.006	61	38
20160818	영등포로	0.061	0.029	0.5	0.007	61	35
20160818	정릉로	0.051	0.026	0.7	0.004	71	43
20160818	종로구	0.034	0.033	0.4	0.005	49	36
20160818	동작구	0.032	0.043	0.4	0.004	41	27
20160818	성북구	0.037	0.034	0.6	0.005	65	36
20160818	강동구	0.041	0.036	0.5	0.004	61	38
20160818	도산대로	0.037	0.03	1.1	0.005	63	22
20160818	영등포구	0.03	0.045	0.7	0.003	64	35
20160818	중랑구	0.032	0.034	0.5	0.005	60	40
20160818	서대문구	0.024	0.049	0.4	0.004	60	29
20160818	도봉구	0.03	0.056	0.5	0.004	57	37
20160818	천호대로	0.06	0.032	0.6	0.005	45	31
20160818	공항대로	0.05	0.019	0.7	0.007	84	38
20160818	종로	0.055	0.024	0.5	0.004	47	28
20160818	신촌로	0.063	0.016	1.1	0.006	80	42
20160818	홍릉로	0.062	0.026	0.8	0.007	49	33
20160817	정릉로	0.035	0.024	0.6	0.004	47	27
20160817	화랑로	0.053	0.015	0.5	0.004	49	29
20160817	성동구	0.027	0.031	0.4	0.006	44	26
20160817	관악구	0.033	0.036	0.5	0.006	45	30
20160817	송파구	0.029	0.031	0.5	0.004	34	29
20160817	강남구	0.034	0.028	0.4	0.004	51	29
20160817	은평구	0.023	0.025	0.4	0.004	35	22
20160817	노원구	0.018	0.034	0.4	0.006	27	20
20160817	중구		0.036	0.4	0.004	44	20
20160817	양천구	0.029	0.038	0.5	0.004	42	24
20160817	강북구	0.025	0.037	0.4	0.003	31	20
20160817	동작대로	0.075	0.016	0.7	0.004	62	41
20160817	서대문구	0.018	0.039	0.4	0.002	44	21
20160817	도산대로	0.015	0.027	0.9	0.004	47	27
20160817	종로구	0.021	0.032	0.3	0.004	35	22
20160817	강변북로	0.06	0.016	0.6	0.004	52	32
20160817	성북구	0.024	0.03	0.5	0.005	46	25
20160817	홍릉로	0.049	0.021	0.7	0.007	34	23
20160817	영등포로	0.053	0.02	0.5	0.007	52	29
20160817	청계천로	0.039	0.037	0.4	0.007	36	25
20160817	강동구	0.036	0.031	0.4	0.004	45	28
20160817	공항대로	0.042	0.014	0.6	0.005	69	33
20160817	한강대로	0.046	0.031	0.6	0.004	53	31
20160817	도봉구	0.023	0.039	0.4	0.004	39	23
20160817	서초구	0.025	0.041	0.6	0.003	41	28
20160817	천호대로	0.055	0.025	0.6	0.004	35	23
20160817	동대문구	0.024	0.026	0.5	0.004	36	23
