ADDR,adr1,adr2,adr3,zipcode,long,lat
인천광역시 부평구 부개1동 한국아파트,인천광역시,부평구,부개1동,403721,,
인천광역시 부평구 부평1동 신광빌딩,인천광역시,부평구,부평1동,403722,,
인천광역시 부평구 부개2동 대동아파트,인천광역시,부평구,부개2동,403723,,
인천광역시 부평구 부개2동 성일아파트,인천광역시,부평구,부개2동,403724,,
인천광역시 부평구 부개2동 주공아파트 (701~713동),인천광역시,부평구,부개2동,403725,126.7370844,37.4948156
인천광역시 부평구 부개3동 뉴서울아파트,인천광역시,부평구,부개3동,403726,,
인천광역시 부평구 부개3동 삼부아파트,인천광역시,부평구,부개3동,403727,,
인천광역시 부평구 부개3동 상우신명아파트,인천광역시,부평구,부개3동,403728,126.7347094,37.504331
인천광역시 부평구 부개3동 주공아파트 (201~204동),인천광역시,부평구,부개3동,403729,126.7347094,37.504331
인천광역시 부평구 부개3동 주공아파트 (301~319동),인천광역시,부평구,부개3동,403730,126.7347094,37.504331
인천광역시 부평구 부개3동 주공아파트 (501~513동),인천광역시,부평구,부개3동,403731,126.7347094,37.504331
인천광역시 부평구 부개3동 주공아파트 (601~614동),인천광역시,부평구,부개3동,403732,126.7347094,37.504331
인천광역시 부평구 부평1동 금남빌딩,인천광역시,부평구,부평1동,403733,,
인천광역시 부평구 부평1동 대우아파트,인천광역시,부평구,부평1동,403734,,
인천광역시 부평구 부평1동 한화생명빌딩,인천광역시,부평구,부평1동,403735,,
인천광역시 부평구 부평1동 북부교육청,인천광역시,부평구,부평1동,403736,,
인천광역시 부평구 삼산1동 삼산3휴먼시아1단지아파트 (101~111동),인천광역시,부평구,삼산1동,403737,126.7375543,37.5183918
인천광역시 부평구 부평1동 성일로지하상가,인천광역시,부평구,부평1동,403738,126.7199611,37.4942737
인천광역시 부평구 부평1동 욱일아파트,인천광역시,부평구,부평1동,403739,,
인천광역시 부평구 부평1동 코아빌딩,인천광역시,부평구,부평1동,403740,,
인천광역시 부평구 부평4동 북구도서관,인천광역시,부평구,부평4동,403741,,
인천광역시 부평구 부평4동 성업공사인천지사,인천광역시,부평구,부평4동,403742,126.7249104,37.5008313
인천광역시 부평구 부평4동 현대증권빌딩,인천광역시,부평구,부평4동,403743,,
인천광역시 부평구 부평5동 신라저축은행빌딩,인천광역시,부평구,부평5동,403744,126.7283228,37.4936406
인천광역시 부평구 부평5동 우리은행,인천광역시,부평구,부평5동,403745,,
인천광역시 부평구 갈산1동 한국전력인천본부,인천광역시,부평구,갈산1동,403746,126.72715,37.5176083
인천광역시 부평구 산곡2동 한양아파트 (1~26동),인천광역시,부평구,산곡2동,403747,126.708575,37.5058916
인천광역시 부평구 산곡3동 우성4차아파트 (401~405동),인천광역시,부평구,산곡3동,403749,126.7094497,37.4907657
인천광역시 부평구 산곡4동 KT부평지사,인천광역시,부평구,산곡4동,403750,,
인천광역시 부평구 갈산2동 주공1단지아파트 (101~109동),인천광역시,부평구,갈산2동,403751,126.7256625,37.510625
인천광역시 부평구 삼산1동 주공아파트 (101~106동),인천광역시,부평구,삼산1동,403752,126.7375543,37.5183918
인천광역시 부평구 삼산1동 주공미래타운1단지 (101~107동),인천광역시,부평구,삼산1동,403753,126.7375543,37.5183918
인천광역시 부평구 삼산1동 주공미래타운2단지 (201~206동),인천광역시,부평구,삼산1동,403754,126.7375543,37.5183918
인천광역시 부평구 삼산1동 주공미래타운3단지 (301~312동),인천광역시,부평구,삼산1동,403755,126.7375543,37.5183918
인천광역시 부평구 부개3동 주공아파트 (101~111동),인천광역시,부평구,부개3동,403756,126.7347094,37.504331
인천광역시 부평구 삼산1동 주공미래타운4단지 (401~410동),인천광역시,부평구,삼산1동,403757,126.7375543,37.5183918
인천광역시 부평구 삼산1동 주공미래타운5단지 (501~509동),인천광역시,부평구,삼산1동,403758,126.7375543,37.5183918
인천광역시 부평구 십정2동 신동아아파트,인천광역시,부평구,십정2동,403759,,
인천광역시 부평구 일신동 풍림아파트,인천광역시,부평구,일신동,403760,,
인천광역시 부평구 부평1동 동아1단지아파트 (24~27동),인천광역시,부평구,부평1동,403761,126.7199611,37.4942737
인천광역시 부평구 부평1동 동아2단지아파트 (14~23동),인천광역시,부평구,부평1동,403762,126.7199611,37.4942737
인천광역시 부평구 부평1동 대림아파트,인천광역시,부평구,부평1동,403763,,
인천광역시 부평구 일신동 주공아파트,인천광역시,부평구,일신동,403764,,
인천광역시 부평구 청천2동 금호아파트,인천광역시,부평구,청천2동,403765,,
인천광역시 부평구 청천2동 청천푸르지오아파트 (101~123동),인천광역시,부평구,청천2동,403766,126.704463,37.514825
인천광역시 부평구 청천2동 대우자동차판매,인천광역시,부평구,청천2동,403767,,
인천광역시 부평구 청천2동 동서식품,인천광역시,부평구,청천2동,403768,,
인천광역시 부평구 갈산2동 한국아파트 (101~102동),인천광역시,부평구,갈산2동,403769,126.7256625,37.510625
인천광역시 부평구 부평6동 부평LH2단지아파트 (201~212동),인천광역시,부평구,부평6동,403770,126.7245109,37.4864332
인천광역시 부평구 산곡2동 경남3차아파트 (301~503동),인천광역시,부평구,산곡2동,403771,126.708575,37.5058916
인천광역시 부평구 산곡2동 뉴서울1차아파트 (101~204동),인천광역시,부평구,산곡2동,403772,126.708575,37.5058916
인천광역시 부평구 산곡2동 한화1단지아파트 (101~219동),인천광역시,부평구,산곡2동,403773,126.708575,37.5058916
인천광역시 부평구 부개2동 부개역푸르지오아파트 (101~112동),인천광역시,부평구,부개2동,403774,126.7370844,37.4948156
인천광역시 부평구 산곡3동 현대1차아파트 (101~123동),인천광역시,부평구,산곡3동,403775,126.7094497,37.4907657
인천광역시 부평구 산곡3동 현대2차아파트 (201~213동),인천광역시,부평구,산곡3동,403776,126.7094497,37.4907657
인천광역시 부평구 산곡3동 현대3차아파트 (301~314동),인천광역시,부평구,산곡3동,403777,126.7094497,37.4907657
인천광역시 부평구 산곡2동 한신휴아파트 (101~105동),인천광역시,부평구,산곡2동,403778,126.708575,37.5058916
인천광역시 부평구 산곡2동 한양7차아파트 (101~102동),인천광역시,부평구,산곡2동,403779,126.708575,37.5058916
인천광역시 부평구 산곡2동 산곡푸르지오아파트 (101~107동),인천광역시,부평구,산곡2동,403780,126.708575,37.5058916
인천광역시 부평구 산곡4동 경남1차아파트 (101~107동),인천광역시,부평구,산곡4동,403781,126.71145,37.5017307
인천광역시 부평구 산곡4동 경남2차아파트 (201~208동),인천광역시,부평구,산곡4동,403782,126.71145,37.5017307
인천광역시 부평구 산곡4동 경남4차아파트 (401~411동),인천광역시,부평구,산곡4동,403783,126.71145,37.5017307
인천광역시 부평구 산곡4동 우성아파트,인천광역시,부평구,산곡4동,403784,,
인천광역시 부평구 산곡4동 현대5차아파트 (501~509동),인천광역시,부평구,산곡4동,403785,126.71145,37.5017307
인천광역시 부평구 갈산2동 하나아파트 (101~105동),인천광역시,부평구,갈산2동,403786,126.7256625,37.510625
인천광역시 부평구 갈산2동 동남아파트,인천광역시,부평구,갈산2동,403787,,
인천광역시 부평구 갈산2동 아주아파트 (1~4동),인천광역시,부평구,갈산2동,403788,126.7256625,37.510625
인천광역시 부평구 갈산2동 두산아파트 (101~107동),인천광역시,부평구,갈산2동,403789,126.7256625,37.510625
인천광역시 부평구 구산동 충성아파트,인천광역시,부평구,구산동,403790,,
인천광역시 부평구 부평1동 삼성생명빌딩,인천광역시,부평구,부평1동,403791,,
인천광역시 부평구 부평5동 가나빌딩,인천광역시,부평구,부평5동,403792,,
인천광역시 부평구 부평5동 보아빌딩,인천광역시,부평구,부평5동,403793,,
인천광역시 부평구 부평5동 상록빌딩,인천광역시,부평구,부평5동,403794,,
인천광역시 부평구 부평5동 유진빌딩,인천광역시,부평구,부평5동,403795,,
인천광역시 부평구 부평5동 금호베스트빌아파트,인천광역시,부평구,부평5동,403796,,
인천광역시 부평구 산곡1동 현대2차아파트 (101~201동),인천광역시,부평구,산곡1동,403797,126.7002502,37.506905
인천광역시 부평구 부개동 사서함 803,인천광역시,부평구,부개동,403798,126.7370245,37.4847964
인천광역시 부평구 구산동 사서함 317,인천광역시,부평구,구산동,403799,126.7561,37.4746
인천광역시 부평구 갈산1동 1~100,인천광역시,부평구,갈산1동,403800,126.7306961,37.5226986
인천광역시 부평구 갈산1동 101~177,인천광역시,부평구,갈산1동,403801,,
인천광역시 부평구 갈산1동 178~358,인천광역시,부평구,갈산1동,403802,126.7220312,37.5160214
인천광역시 부평구 갈산2동 359~361,인천광역시,부평구,갈산2동,403803,126.7305709,37.5129521
인천광역시 부평구 갈산2동 362~369,인천광역시,부평구,갈산2동,403804,126.7225034,37.5106583
인천광역시 부평구 갈산2동 370~402,인천광역시,부평구,갈산2동,403805,126.7275928,37.5101689
인천광역시 부평구 부개3동 12~69,인천광역시,부평구,부개3동,403806,126.7368196,37.5042765
인천광역시 부평구 부개2동 70~135,인천광역시,부평구,부개2동,403807,126.7346274,37.4975848
인천광역시 부평구 부개2동 136~199,인천광역시,부평구,부개2동,403808,126.7360637,37.4932276
인천광역시 부평구 부개1동 211~316,인천광역시,부평구,부개1동,403810,126.7397855,37.4887517
인천광역시 부평구 부개1동 317~476,인천광역시,부평구,부개1동,403811,126.739388,37.4861376
인천광역시 부평구 부개1동 643,인천광역시,부평구,부개1동,403812,,
인천광역시 부평구 부개3동 477~486,인천광역시,부평구,부개3동,403813,126.7323436,37.5063112
인천광역시 부평구 부개2동 489~494,인천광역시,부평구,부개2동,403814,126.7416403,37.4930773
인천광역시 부평구 부개3동 496~498,인천광역시,부평구,부개3동,403815,126.7374722,37.5064369
인천광역시 부평구 부평4동 12~49,인천광역시,부평구,부평4동,403816,126.7290119,37.5041523
인천광역시 부평구 부평5동 139~145,인천광역시,부평구,부평5동,403817,126.731133,37.5022269
인천광역시 부평구 부평1동 70~84,인천광역시,부평구,부평1동,403818,126.7196537,37.49959
인천광역시 부평구 부평1동 329~388,인천광역시,부평구,부평1동,403819,126.7186839,37.4913401
인천광역시 부평구 부평4동 202~207,인천광역시,부평구,부평4동,403820,126.722777,37.4978203
인천광역시 부평구 부평5동 146~169,인천광역시,부평구,부평5동,403821,126.7298948,37.4974677
인천광역시 부평구 부평3동 170,인천광역시,부평구,부평3동,403822,126.708257,37.486541
인천광역시 부평구 부평3동 281~284,인천광역시,부평구,부평3동,403823,126.7086282,37.4868603
인천광역시 부평구 부평5동 579~602,인천광역시,부평구,부평5동,403824,126.7276652,37.4926403
인천광역시 부평구 부평1동 798~799,인천광역시,부평구,부평1동,403825,126.7188325,37.5060776
인천광역시 부평구 부평4동 370,인천광역시,부평구,부평4동,403826,126.7248437,37.496845
인천광역시 부평구 부평6동 604~629,인천광역시,부평구,부평6동,403827,126.7255893,37.4887771
인천광역시 부평구 부평6동 740~742,인천광역시,부평구,부평6동,403828,126.7212534,37.4890481
인천광역시 부평구 부평2동 산43~60,인천광역시,부평구,부평2동,403829,126.718274,37.4815168
인천광역시 부평구 부평2동 738~739,인천광역시,부평구,부평2동,403830,126.7173573,37.489361
인천광역시 부평구 부평2동 767~768,인천광역시,부평구,부평2동,403831,126.7121084,37.4855441
인천광역시 부평구 산곡1동 2~78,인천광역시,부평구,산곡1동,403832,126.7035929,37.5123933
인천광역시 부평구 산곡1동 146,인천광역시,부평구,산곡1동,403833,126.6946004,37.5119286
인천광역시 부평구 산곡2동 89~123,인천광역시,부평구,산곡2동,403834,,
인천광역시 부평구 산곡4동 274~284,인천광역시,부평구,산곡4동,403835,126.7098153,37.5018741
인천광역시 부평구 산곡2동 152~159,인천광역시,부평구,산곡2동,403836,126.6982703,37.5131138
인천광역시 부평구 산곡2동 202~265,인천광역시,부평구,산곡2동,403837,126.7024956,37.4996028
인천광역시 부평구 산곡4동 391,인천광역시,부평구,산곡4동,403838,126.708554,37.5017333
인천광역시 부평구 산곡3동 산37~53,인천광역시,부평구,산곡3동,403839,126.7052103,37.4903721
인천광역시 부평구 산곡3동 392,인천광역시,부평구,산곡3동,403840,126.7072684,37.4963267
인천광역시 부평구 십정1동 1~190,인천광역시,부평구,십정1동,403843,126.6955797,37.4850175
인천광역시 부평구 십정1동 191~296,인천광역시,부평구,십정1동,403844,126.7005569,37.4796333
인천광역시 부평구 십정2동 362~363,인천광역시,부평구,십정2동,403845,126.6950324,37.4704499
인천광역시 부평구 십정1동 299~300,인천광역시,부평구,십정1동,403846,126.6968498,37.4742739
인천광역시 부평구 십정1동 557~569,인천광역시,부평구,십정1동,403847,126.6906511,37.4735027
인천광역시 부평구 십정2동 401~462,인천광역시,부평구,십정2동,403848,126.7024676,37.4740976
인천광역시 부평구 십정2동 463~545,인천광역시,부평구,십정2동,403849,126.7033001,37.4696508
인천광역시 부평구 십정1동 산16~26,인천광역시,부평구,십정1동,403850,126.6974086,37.4833345
인천광역시 부평구 십정2동 산39~48,인천광역시,부평구,십정2동,403851,126.7066557,37.4778893
인천광역시 부평구 십정2동 산53,인천광역시,부평구,십정2동,403852,126.705397,37.4757064
인천광역시 부평구 청천2동 3~11,인천광역시,부평구,청천2동,403853,126.7094184,37.5174286
인천광역시 부평구 청천1동 12~56,인천광역시,부평구,청천1동,403854,126.6979638,37.5153317
인천광역시 부평구 청천1동 57~93,인천광역시,부평구,청천1동,403855,126.6903674,37.5227683
인천광역시 부평구 청천1동 94~172,인천광역시,부평구,청천1동,403856,126.7027524,37.5147855
인천광역시 부평구 청천2동 190~192,인천광역시,부평구,청천2동,403857,126.7041445,37.5127673
인천광역시 부평구 청천2동 201~440,인천광역시,부평구,청천2동,403858,,
인천광역시 부평구 부평1동 534~546,인천광역시,부평구,부평1동,403859,126.7225445,37.4910513
인천광역시 부평구 부평4동 879~914,인천광역시,부평구,부평4동,403860,126.7219178,37.5068578
인천광역시 부평구 삼산1동 227~234,인천광역시,부평구,삼산1동,403861,126.732956,37.519848
인천광역시 부평구 삼산1동 74~196,인천광역시,부평구,삼산1동,403862,126.7390008,37.519683
인천광역시 부평구 삼산1동 235~299,인천광역시,부평구,삼산1동,403863,126.7356509,37.5182827
인천광역시 부평구 삼산1동 372~395,인천광역시,부평구,삼산1동,403864,126.7339186,37.5237214
인천광역시 부평구 삼산2동 426~440,인천광역시,부평구,삼산2동,403865,126.7326664,37.5173098
인천광역시 부평구 삼산2동 441~512,인천광역시,부평구,삼산2동,403866,126.7324718,37.5108909
인천광역시 부평구 삼산2동 서해아파트 (501~512동),인천광역시,부평구,삼산2동,403900,126.7363683,37.5117746
인천광역시 부평구 삼산2동 신성아파트 (301~314동),인천광역시,부평구,삼산2동,403901,126.7363683,37.5117746
인천광역시 부평구 삼산2동 삼산타운6단지 (601~610동),인천광역시,부평구,삼산2동,403905,126.7363683,37.5117746
인천광역시 부평구 삼산2동 삼산타운7단지 (701~715동),인천광역시,부평구,삼산2동,403906,126.7363683,37.5117746
인천광역시 부평구 십정1동 주공아파트,인천광역시,부평구,십정1동,403907,,
인천광역시 부평구 삼산2동 삼산타운주공아파트1단지 (101~120동),인천광역시,부평구,삼산2동,403908,126.7363683,37.5117746
인천광역시 부평구 삼산2동 삼산타운2단지 (201~222동),인천광역시,부평구,삼산2동,403909,126.7363683,37.5117746
인천광역시 부평구 삼산2동 삼산타운주공아파트4단지 (401~415동),인천광역시,부평구,삼산2동,403910,126.7363683,37.5117746
인천광역시 부평구 청천2동 부평우림라이온스밸리,인천광역시,부평구,청천2동,403911,,
인천광역시 부평구 삼산2동 인천삼산경찰서,인천광역시,부평구,삼산2동,403912,,
인천광역시 부평구 삼산1동 엠코타운아파트 (101~109동),인천광역시,부평구,삼산1동,403913,126.7375543,37.5183918
인천광역시 부평구 산곡2동 금호이수마운트밸리아파트 (101~209동),인천광역시,부평구,산곡2동,403914,126.708575,37.5058916
인천광역시 서구 백석동,인천광역시,서구,백석동,404140,126.67,37.5792
인천광역시 서구 시천동,인천광역시,서구,시천동,404150,126.6923,37.5699
인천광역시 서구 검암동,인천광역시,서구,검암동,404160,126.6745,37.5641
인천광역시 서구 경서동,인천광역시,서구,경서동,404170,126.63126,37.54336
인천광역시 서구 연희동,인천광역시,서구,연희동,404180,126.6782262,37.5489905
인천광역시 서구 심곡동,인천광역시,서구,심곡동,404190,126.6814125,37.54125
인천광역시 서구 공촌동,인천광역시,서구,공촌동,404200,126.6964,37.550917
인천광역시 서구 원창동,인천광역시,서구,원창동,404210,126.6722652,37.5146034
인천광역시 서구 석남동,인천광역시,서구,석남동,404220,126.6747421,37.5111987
인천광역시 서구 석남1동,인천광역시,서구,석남1동,404221,126.6746526,37.5111623
인천광역시 서구 석남2동,인천광역시,서구,석남2동,404222,126.6746375,37.5026583
인천광역시 서구 석남3동,인천광역시,서구,석남3동,404223,126.6782898,37.5082128
인천광역시 서구 가정동,인천광역시,서구,가정동,404230,126.6745022,37.523294
인천광역시 서구 가정1동,인천광역시,서구,가정1동,404231,126.6745022,37.523294
인천광역시 서구 가정2동,인천광역시,서구,가정2동,404232,126.6777893,37.5263519
인천광역시 서구 가정3동,인천광역시,서구,가정3동,404233,126.6778557,37.5155566
인천광역시 서구 신현동,인천광역시,서구,신현동,404240,126.6672,37.5186
인천광역시 서구 가좌동,인천광역시,서구,가좌동,404250,126.6725905,37.4943796
인천광역시 서구 가좌1동,인천광역시,서구,가좌1동,404251,126.673063,37.49396
인천광역시 서구 가좌2동,인천광역시,서구,가좌2동,404252,126.6848646,37.4908153
인천광역시 서구 가좌3동,인천광역시,서구,가좌3동,404253,126.679813,37.492485
인천광역시 서구 가좌4동,인천광역시,서구,가좌4동,404254,126.6834542,37.4874593
인천광역시 서구 마전동,인천광역시,서구,마전동,404260,126.6674,37.608
인천광역시 서구 불로동,인천광역시,서구,불로동,404270,126.6919,37.6104
인천광역시 서구 대곡동,인천광역시,서구,대곡동,404280,126.6684,37.6248
인천광역시 서구 왕길동,인천광역시,서구,왕길동,404290,126.6496,37.5917
인천광역시 서구 오류동,인천광역시,서구,오류동,404300,126.6141,37.5927
인천광역시 서구 당하동,인천광역시,서구,당하동,404310,126.6906,37.587199
인천광역시 서구 원당동,인천광역시,서구,원당동,404320,126.7068,37.5958
인천광역시 서구 금곡동,인천광역시,서구,금곡동,404330,126.6417999,37.6159
인천광역시 서구 금곡동 사서함 204,인천광역시,서구,금곡동,404339,126.6417999,37.6159
인천광역시 서구 서인천우체국사서함,인천광역시,서구,,404600,126.6758765,37.5454409
인천광역시 서구 심곡동 서구청,인천광역시,서구,심곡동,404701,,
인천광역시 서구 심곡동 인천서부경찰서,인천광역시,서구,심곡동,404702,,
인천광역시 서구 연희동 서인천세무서,인천광역시,서구,연희동,404703,,
인천광역시 서구 가정3동 한국아파트,인천광역시,서구,가정3동,404704,,
인천광역시 서구 가좌3동 나은병원,인천광역시,서구,가좌3동,404705,,
인천광역시 서구 백석동 수도권매립지공사,인천광역시,서구,백석동,404706,,
인천광역시 서구 검암동 신명스카이뷰3차아파트 (301~606동),인천광역시,서구,검암동,404707,126.6745,37.5641
인천광역시 서구 경서동 종합환경연구단지,인천광역시,서구,경서동,404708,,
인천광역시 서구 경서동 태평샹베르1차아파트 (101~110동),인천광역시,서구,경서동,404709,126.63126,37.54336
인천광역시 서구 당하동 태평아파트,인천광역시,서구,당하동,404710,,
인천광역시 서구 가좌1동 동부제강,인천광역시,서구,가좌1동,404711,,
인천광역시 서구 가정2동 가정뉴서울아파트 (1~3동),인천광역시,서구,가정2동,404712,126.6777893,37.5263519
인천광역시 서구 가정2동 태화미성1차아파트 (1~7동),인천광역시,서구,가정2동,404713,126.6777893,37.5263519
인천광역시 서구 가좌1동 영창악기,인천광역시,서구,가좌1동,404714,,
인천광역시 서구 연희동 청라엑슬루타워 (101~103동),인천광역시,서구,연희동,404715,126.6782262,37.5489905
인천광역시 서구 가좌3동 새한미디어,인천광역시,서구,가좌3동,404717,,
인천광역시 서구 경서동 한국서부발전[주]서인천발전본부,인천광역시,서구,경서동,404718,126.63126,37.54336
인천광역시 서구 경서동 가이아샹베르2차아파트 (201~210동),인천광역시,서구,경서동,404719,126.63126,37.54336
인천광역시 서구 가좌3동 코리아제록스(주),인천광역시,서구,가좌3동,404720,,
인천광역시 서구 가좌3동 주식회사경신인천공장,인천광역시,서구,가좌3동,404721,126.679813,37.492485
인천광역시 서구 당하동 당하KCC스위첸아파트 (501~516동),인천광역시,서구,당하동,404722,126.6906,37.587199
인천광역시 서구 원창동 SK인천석유화학(주),인천광역시,서구,원창동,404723,126.6722652,37.5146034
인천광역시 서구 원창동 인천화력발전소,인천광역시,서구,원창동,404724,126.6722652,37.5146034
인천광역시 서구 마전동 풍림2차아파트 (101~105동),인천광역시,서구,마전동,404725,126.6674,37.608
인천광역시 서구 당하동 금호어울림아파트 (301~306동),인천광역시,서구,당하동,404726,126.6906,37.587199
인천광역시 서구 마전동 동아아파트,인천광역시,서구,마전동,404727,,
인천광역시 서구 마전동 현대아파트,인천광역시,서구,마전동,404728,,
인천광역시 서구 마전동 유호아파트,인천광역시,서구,마전동,404729,,
인천광역시 서구 마전동 영남탑스빌아파트 (101~135동),인천광역시,서구,마전동,404730,126.6674,37.608
인천광역시 서구 마전동 당하3차풍림아이원아파트 (201~208동),인천광역시,서구,마전동,404731,126.6674,37.608
인천광역시 서구 당하동 당하푸르지오아파트 (301~311동),인천광역시,서구,당하동,404732,126.6906,37.587199
인천광역시 서구 마전동 마전하나아파트 (1~5동),인천광역시,서구,마전동,404733,126.6674,37.608
인천광역시 서구 당하동 신안실크벨리아파트 (501~515동),인천광역시,서구,당하동,404735,126.6906,37.587199
인천광역시 서구 왕길동 주공아파트,인천광역시,서구,왕길동,404736,,
인천광역시 서구 원당동 대림아파트,인천광역시,서구,원당동,404737,,
인천광역시 서구 원당동 LG원당자이아파트 (701~712동),인천광역시,서구,원당동,404738,126.7068,37.5958
인천광역시 서구 당하동 원당풍림아이원아파트 (801~825동),인천광역시,서구,당하동,404739,126.6906,37.587199
인천광역시 서구 당하동 동문굿모닝힐아파트 (601~607동),인천광역시,서구,당하동,404741,126.6906,37.587199
인천광역시 서구 마전동 검단힐스테이트1차아파트 (101~109동),인천광역시,서구,마전동,404745,126.6674,37.608
인천광역시 서구 마전동 검단힐스테이트2차아파트 (201~209동),인천광역시,서구,마전동,404746,126.6674,37.608
인천광역시 서구 마전동 검단아이파크아파트 (101~110동),인천광역시,서구,마전동,404747,126.6674,37.608
인천광역시 서구 마전동 검단2차아이파크아파트 (201~207동),인천광역시,서구,마전동,404748,126.6674,37.608
인천광역시 서구 연희동 청라자이아파트 (101~119동),인천광역시,서구,연희동,404749,126.6782262,37.5489905
인천광역시 서구 연희동 청라17웰카운티아파트 (201~207동),인천광역시,서구,연희동,404750,126.6782262,37.5489905
인천광역시 서구 가정2동 개나리아파트,인천광역시,서구,가정2동,404751,,
인천광역시 서구 가정2동 동우아파트,인천광역시,서구,가정2동,404752,,
인천광역시 서구 가정2동 하나아파트,인천광역시,서구,가정2동,404753,,
인천광역시 서구 가정3동 한신빌리지,인천광역시,서구,가정3동,404754,,
인천광역시 서구 연희동 청라14단지호반베르디움아파트 (251~260동),인천광역시,서구,연희동,404755,126.6782262,37.5489905
인천광역시 서구 연희동 청라호반베르디움2차아파트 (211~218동),인천광역시,서구,연희동,404756,126.6782262,37.5489905
인천광역시 서구 연희동 청라힐데스하임아파트 (121~130동),인천광역시,서구,연희동,404757,126.6782262,37.5489905
인천광역시 서구 마전동 당하2차풍림아이원아파트 (101~105동),인천광역시,서구,마전동,404758,126.6674,37.608
인천광역시 서구 가좌2동 가좌한신휴플러스2차아파트 (201~220동),인천광역시,서구,가좌2동,404761,126.6848646,37.4908153
인천광역시 서구 가좌2동 진주아파트,인천광역시,서구,가좌2동,404762,,
인천광역시 서구 가좌4동 주공2단지아파트 (101~128동),인천광역시,서구,가좌4동,404763,126.6834542,37.4874593
인천광역시 서구 경서동 한국남부발전(주)신인천천연가스발전본부,인천광역시,서구,경서동,404770,126.63126,37.54336
인천광역시 서구 당하동 탑스빌아파트,인천광역시,서구,당하동,404771,,
인천광역시 서구 경서동 인천청라LH아파트 (401~422동),인천광역시,서구,경서동,404772,126.63126,37.54336
인천광역시 서구 경서동 청라한라비발디아파트 (381~392동),인천광역시,서구,경서동,404773,126.63126,37.54336
인천광역시 서구 경서동 청라SK-VIEW아파트 (501~509동),인천광역시,서구,경서동,404774,126.63126,37.54336
인천광역시 서구 불로동 월드아파트 (101~123동),인천광역시,서구,불로동,404775,126.6919,37.6104
인천광역시 서구 경서동 청라한화꿈에그린아파트 (371~380동),인천광역시,서구,경서동,404776,126.63126,37.54336
인천광역시 서구 경서동 청라29블럭호반베르디움아파트 (481~495동),인천광역시,서구,경서동,404777,126.63126,37.54336
인천광역시 서구 경서동 청라제일풍경채아파트 (301~314동),인천광역시,서구,경서동,404778,126.63126,37.54336
인천광역시 서구 석남2동 경남아너스빌아파트 (101~106동),인천광역시,서구,석남2동,404781,126.6746375,37.5026583
인천광역시 서구 석남1동 월드메르디앙아파트 (101~113동),인천광역시,서구,석남1동,404782,126.6746526,37.5111623
인천광역시 서구 신현동 신현e편한세상하늘채아파트 (101~120동),인천광역시,서구,신현동,404785,126.6672,37.5186
인천광역시 서구 신현동 신현e편한세상하늘채아파트 (121~136동),인천광역시,서구,신현동,404786,126.6672,37.5186
인천광역시 서구 심곡동 극동아파트,인천광역시,서구,심곡동,404791,,
인천광역시 서구 심곡동 대동아파트,인천광역시,서구,심곡동,404792,,
인천광역시 서구 심곡동 인천은혜병원,인천광역시,서구,심곡동,404793,126.6814125,37.54125
인천광역시 서구 검암동 검암4차신명스카이뷰골드아파트 (501~508동),인천광역시,서구,검암동,404798,126.6745,37.5641
인천광역시 서구 검암동 서해아파트,인천광역시,서구,검암동,404799,,
인천광역시 서구 가정1동 1~280,인천광역시,서구,가정1동,404800,126.678072,37.5347636
인천광역시 서구 가정1동 281~299,인천광역시,서구,가정1동,404801,,
인천광역시 서구 가정1동 300~490,인천광역시,서구,가정1동,404802,,
인천광역시 서구 가정1동 491~516,인천광역시,서구,가정1동,404803,126.6741885,37.5214489
인천광역시 서구 가정2동 536~544,인천광역시,서구,가정2동,404804,126.6790516,37.522389
인천광역시 서구 가정3동 545~557,인천광역시,서구,가정3동,404805,126.686014,37.5225939
인천광역시 서구 가정3동 558~570,인천광역시,서구,가정3동,404806,126.6798262,37.5179198
인천광역시 서구 가좌2동 1~29,인천광역시,서구,가좌2동,404807,126.6905759,37.4951642
인천광역시 서구 가좌2동 30~60,인천광역시,서구,가좌2동,404808,126.6825524,37.4910879
인천광역시 서구 가좌3동 83~136,인천광역시,서구,가좌3동,404809,126.6846452,37.4972008
인천광역시 서구 가좌1동 137~150,인천광역시,서구,가좌1동,404810,126.669668,37.494247
인천광역시 서구 가좌1동 151~177,인천광역시,서구,가좌1동,404811,126.669872,37.4931404
인천광역시 서구 가좌1동 178,인천광역시,서구,가좌1동,404812,126.6635327,37.4856538
인천광역시 서구 가좌3동 190~215,인천광역시,서구,가좌3동,404813,126.6772079,37.4962027
인천광역시 서구 가좌2동 216~258,인천광역시,서구,가좌2동,404814,126.6754527,37.4898268
인천광역시 서구 가좌4동 282~329,인천광역시,서구,가좌4동,404815,,
인천광역시 서구 가좌4동 330~410,인천광역시,서구,가좌4동,404816,126.6827751,37.4868607
인천광역시 서구 가좌3동 411~550,인천광역시,서구,가좌3동,404817,,
인천광역시 서구 당하동 1~742,인천광역시,서구,당하동,404818,126.6898491,37.5956473
인천광역시 서구 당하동 743~925,인천광역시,서구,당하동,404819,126.6945755,37.5862227
인천광역시 서구 마전동 1~656,인천광역시,서구,마전동,404820,126.6506025,37.6216932
인천광역시 서구 마전동 657~900,인천광역시,서구,마전동,404821,126.665058,37.6016834
인천광역시 서구 석남1동 110,인천광역시,서구,석남1동,404822,126.6787753,37.5091855
