category,date,href,number,president,sub_category,title
교육,2008.10.13,?spMode=view&catid=c_pa02062&artid=1310272,671,이명박,치사,2008 세계대학총장포럼 축사
문화/체육/관광,2008.10.14,?spMode=view&catid=c_pa02062&artid=1310274,670,이명박,치사,한국대학신문 창간 20주년 축하 메시지
문화/체육/관광,2008.10.14,?spMode=view&catid=c_pa02062&artid=1310273,669,이명박,치사,2008 삼척 세계소방방재장비 엑스포 축사
과학기술/정보,2008.10.15,?spMode=view&catid=c_pa02062&artid=1310275,668,이명박,환영사,2008 세계의사회 서울총회 환영 리셉션 환영사
과학기술/정보,2008.10.15,?spMode=view&catid=c_pa02062&artid=1310276,667,이명박,치사,제9회 세계지식포럼 개막식 축사
문화/체육/관광,2008.10.17,?spMode=view&catid=c_pa02062&artid=1310277,666,이명박,치사,2008 대한민국 사회공헌문화 대축제 축사
문화/체육/관광,2008.10.18,?spMode=view&catid=c_pa02062&artid=1310278,665,이명박,기념사,2008 문화의 날 기념사
국정전반,2008.10.21,?spMode=view&catid=c_pa02062&artid=1310279,664,이명박,기념사,제63주년 경찰의 날 기념사
문화/체육/관광,2008.10.21,?spMode=view&catid=c_pa02062&artid=1310280,663,이명박,치사,법보신문 창간 20주년 축하 메시지
산업/경제,2008.10.23,?spMode=view&catid=c_pa02062&artid=1310281,662,이명박,치사,전주국제발효식품 엑스포 축사
산업/경제,2008.10.24,?spMode=view&catid=c_pa02062&artid=1310282,661,이명박,치사,제13차 세계한인경제인대회 개막식 축사
과학기술/정보,2008.10.25,?spMode=view&catid=c_pa02062&artid=1310283,660,이명박,치사,국립의료원 50년사 발간 축하 메시지
문화/체육/관광,2008.10.25,?spMode=view&catid=c_pa02062&artid=1310284,659,이명박,치사,제12회 대한민국 종교문화축제축사
국정전반,2008.10.27,?spMode=view&catid=c_pa02062&artid=1310285,658,이명박,국회연설,2009년도 예산안 및 기금운용계획안에 대한 정부의 시정 연설
외교/통상,2008.10.28,?spMode=view&catid=c_pa02062&artid=1310286,657,이명박,치사,제10차 람사르협약 당사국 총회 개막식 축사
국정전반,2008.10.30,?spMode=view&catid=c_pa02062&artid=1310287,656,이명박,기념사,건국 60년 기념 세계지도자포럼 연설
국정전반,2008.11.03,?spMode=view&catid=c_pa02062&artid=1310288,655,이명박,기타,제2차 라디오 연설
교육,2008.11.05,?spMode=view&catid=c_pa02062&artid=1310289,654,이명박,기념사,글로벌인재포럼 2008 축사
산업/경제,2008.11.07,?spMode=view&catid=c_pa02062&artid=1310290,653,이명박,만찬사,제22차 세계에너지총회 유치 지원 메시지
국정전반,2008.11.07,?spMode=view&catid=c_pa02062&artid=1310291,652,이명박,기념사,제46주년 소방의 날 기념사
국방,2008.11.13,?spMode=view&catid=c_pa02062&artid=1310292,651,이명박,치사,한·미 연합군사령부 창설 30주년 축하 메시지
국방,2008.11.14,?spMode=view&catid=c_pa02062&artid=1310293,650,이명박,치사,KDX-III 2번함(율곡 이이함) 진수식 축하 메시지
외교/통상,2008.11.15,?spMode=view&catid=c_pa02062&artid=1310294,649,이명박,치사,미 해병대 창설 제233주년 기념행사 축하 메시지
외교/통상,2008.11.15,?spMode=view&catid=c_pa02062&artid=1310295,648,이명박,만찬사,[미국방문]G-20 정상회의 본회의 선도 발언문
국정전반,2008.11.17,?spMode=view&catid=c_pa02062&artid=1310296,647,이명박,기타,제3차 라디오 연설
외교/통상,2008.11.17,?spMode=view&catid=c_pa02062&artid=1310297,646,이명박,성명/담화문,[브라질 방문]한·브라질 경제인 CEO Summit 콘퍼런스 기조연설
기타,2008.11.21,?spMode=view&catid=c_pa02062&artid=1310298,645,이명박,기타,제45주년 경우의 날 축사(서면)
교육,2008.11.21,?spMode=view&catid=c_pa02062&artid=1310299,644,이명박,치사,제4회 청소년특별회의 본회의 격려사(서면)
외교/통상,2008.11.22,?spMode=view&catid=c_pa02062&artid=1310300,643,이명박,성명/담화문,[페루방문]APEC CEO Summit 기조연설
외교/통상,2008.11.22,?spMode=view&catid=c_pa02062&artid=1310301,642,이명박,성명/담화문,[페루방문]APEC 정상회의 제1차 회의 발언문
문화/체육/관광,2008.11.22,?spMode=view&catid=c_pa02062&artid=1310303,641,이명박,치사,전북도민일보 창간 20주년 축하 메시지
외교/통상,2008.11.23,?spMode=view&catid=c_pa02062&artid=1310302,640,이명박,성명/담화문,[페루방문]APEC 정상회의 제2차 회의 발언문
산업/경제,2008.11.27,?spMode=view&catid=c_pa02062&artid=1310304,639,이명박,치사,2008 이노비즈 글로벌포럼축사
문화/체육/관광,2008.11.29,?spMode=view&catid=c_pa02062&artid=1310305,638,이명박,치사,희망 2009 나눔 캠페인 출범식 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330039,637,이명박,치사,한·일/일·한 협력위원회 제44회 합동총회 축사
문화/체육/관광,2008.12.01,?spMode=view&catid=c_pa02062&artid=1310308,636,이명박,기념사,TBS e-FM 개국 기념행사 축사
외교/통상,2008.12.01,?spMode=view&catid=c_pa02062&artid=1310309,635,이명박,치사,한일·일한 협력위원회 제44회 합동총회 축사
국정전반,2008.12.01,?spMode=view&catid=c_pa02062&artid=1310306,634,이명박,기타,제4차 라디오 연설
문화/체육/관광,2008.12.01,?spMode=view&catid=c_pa02062&artid=1310307,633,이명박,치사,어린이 신문 푸른누리 창간호 축하 메시지
산업/경제,2008.12.02,?spMode=view&catid=c_pa02062&artid=1310310,632,이명박,기념사,제45회 무역의 날 축사
문화/체육/관광,2008.12.04,?spMode=view&catid=c_pa02062&artid=1310311,631,이명박,치사,2008 한국 교회의밤 축사
외교/통상,2008.12.05,?spMode=view&catid=c_pa02062&artid=1310312,630,이명박,만찬사,카친스키 폴란드 대통령 방한 환영 만찬사
산업/경제,2008.12.08,?spMode=view&catid=c_pa02062&artid=1310313,629,이명박,기념사,한국농촌공사 창립 100주년 기념식 축사(서면)
산업/경제,2008.12.11,?spMode=view&catid=c_pa02062&artid=1310314,628,이명박,치사,2008 선진화 새마을운동 선포 및 전국새마을지도자대회 격려사
산업/경제,2008.12.12,?spMode=view&catid=c_pa02062&artid=1310315,627,이명박,기념사,IPTV 상용 서비스 출범 기념식 축사
국정전반,2008.12.15,?spMode=view&catid=c_pa02062&artid=1310316,626,이명박,기타,제5차 라디오 연설
산업/경제,2008.12.22,?spMode=view&catid=c_pa02062&artid=1310317,625,이명박,기념사,아름다운 배술 출시 축사(서면)
문화/체육/관광,2008.12.22,?spMode=view&catid=c_pa02062&artid=1310318,624,이명박,기념사,한국선교역사기념관 개관식 축사(서면)
기타,2008.12.25,?spMode=view&catid=c_pa02062&artid=1310319,623,이명박,치사,상월원각 대조사 탄신 97주년 봉축 법요식 축하 메시지
국방,2008.12.31,?spMode=view&catid=c_pa02062&artid=1310320,622,이명박,치사,국군장병 송년 격려메시지
정치/사회,2008.12.31,?spMode=view&catid=c_pa02062&artid=1310323,621,이명박,치사,당원들께 보내는 연말 편지
국정전반,2008.12.31,?spMode=view&catid=c_pa02062&artid=1310321,620,이명박,치사,경찰 송년 격려메시지
국정전반,2008.12.31,?spMode=view&catid=c_pa02062&artid=1310322,619,이명박,치사,소방공무원 송년 격려메시지
국정전반,2009.01.01,?spMode=view&catid=c_pa02062&artid=1310324,618,이명박,신년사,대통령 신년 인사
국정전반,2009.01.02,?spMode=view&catid=c_pa02062&artid=1310325,617,이명박,신년사,신년 국정 연설
국정전반,,?spMode=view&catid=c_pa02062&artid=1330056,616,이명박,신년사,2009 대한상의 신년인사회 연설
국정전반,2009.01.05,?spMode=view&catid=c_pa02062&artid=1310326,615,이명박,신년사,2009년 대한상의 신년 인사회 연설
정치/사회,2009.01.11,?spMode=view&catid=c_pa02062&artid=1310327,614,이명박,치사,제4회 미주 한인의 날 축하 메시지
외교/통상,2009.01.11,?spMode=view&catid=c_pa02062&artid=1310328,613,이명박,만찬사,아소 다로 일본 총리 환영 만찬사
국정전반,2009.01.12,?spMode=view&catid=c_pa02062&artid=1310329,612,이명박,기타,제6차 라디오 연설
산업/경제,2009.01.13,?spMode=view&catid=c_pa02062&artid=1310331,611,이명박,치사,이슬람금융세미나 개회식 축하(서면)
국정전반,2009.01.15,?spMode=view&catid=c_pa02062&artid=1310332,610,이명박,신년사,당원들께 보내는 신년 메시지
국정전반,2009.01.24,?spMode=view&catid=c_pa02062&artid=1310333,609,이명박,기타,제7차 라디오 연설
국정전반,2009.01.25,?spMode=view&catid=c_pa02062&artid=1310334,608,이명박,치사,공무원 설 격려 휴대폰 메시지
국정전반,2009.01.29,?spMode=view&catid=c_pa02062&artid=1310335,607,이명박,신년사,주한 외국인 투자기업 신년 리셉션 연설
국정전반,2009.01.30,?spMode=view&catid=c_pa02062&artid=1310336,606,이명박,기타,SBS 특집 ＇대통령과의 원탁 대화＇
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330066,605,이명박,치사,세계일보 창간 20주년 기념 축하 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330257,604,이명박,라디오연설,제8차 라디오 연설 - 원칙이 바로 서야 나라가 바로 선다
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330067,603,이명박,치사,경인일보 지령 1만 5천호 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330068,602,이명박,치사,부산일보 지령 2만호 축하 메시지
기타,,?spMode=view&catid=c_pa02062&artid=1330069,601,이명박,치사,우리아이지킴의 날 축사
기타,,?spMode=view&catid=c_pa02062&artid=1330070,600,이명박,치사,국제라이온스협회 한국연합회 창립 50주년 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330071,599,이명박,기타,김수환 추기경 영결식 추도사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330072,598,이명박,기타(연설),MBC 일자리 나누기 캠페인 연설
교육,,?spMode=view&catid=c_pa02062&artid=1330258,597,이명박,라디오연설,제9차 라디오 연설 - 사교육 없이 원하는 대학 갈 수 있게
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330073,596,이명박,기타(연설),글로벌 코리아 2009 기조연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330074,595,이명박,만찬사,이라크 대통령 초청 국빈 만찬사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330075,594,이명박,치사,생활공감정책 주부모니터단 발대식 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330076,593,이명박,치사,부산 영어FM라디오(Busan e-FM)방송 개국 기념사
교육,,?spMode=view&catid=c_pa02062&artid=1330077,592,이명박,치사,2009 KAIST 학위수여식 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330078,591,이명박,기념사,제90주년 3·1절 기념사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330079,590,이명박,치사,케이블TV방송의 날 축하 연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330080,589,이명박,기타(연설),[뉴질랜드 방문]비즈니스포럼 연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330081,588,이명박,만찬사,[호주방문]그린비지니스포럼 오찬 연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330082,587,이명박,만찬사,[인도네시아 방문] CEO 비즈니스 다이얼로그 오찬 연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330259,586,이명박,라디오연설,제10차 라디오 연설 - 위기 극복에 모두 힘 합쳐야
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330083,585,이명박,기타,도산 안창호 선생 순국 71주기 추모사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330085,584,이명박,치사,제80회 동아마라톤대회 격려사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330084,583,이명박,치사,포춘 코리아 창간 축하 메시지
국방,,?spMode=view&catid=c_pa02062&artid=1330086,582,이명박,치사,소말리아 해역 파병 청해부대 환송 격려사
국방,,?spMode=view&catid=c_pa02062&artid=1330087,581,이명박,치사,해군사관학교 63기 임관식 축사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330088,580,이명박,기념사,3·15의거 49주년 기념사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330089,579,이명박,치사,경제난 극복과 국민 대화합 기원 대법회 축사
환경,,?spMode=view&catid=c_pa02062&artid=1330090,578,이명박,치사,2009년 세계 물의 날 치사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330091,577,이명박,치사,강원도민일보 지령 5천 호 축하 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330260,576,이명박,라디오연설,제11차 라디오 연설 - 더욱 투명하고 효율적인 예산집행
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330092,575,이명박,치사,한국자원봉사협의회 7대 대표단 출범 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330093,574,이명박,치사,안중근 의사 기념관 기공식 축하 메시지
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330094,573,이명박,기타,미국 월스트리트저널 특별기고
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330095,572,이명박,치사,광주 영어FM라디오(GFN)방송 개국 기념 메시지
국방,,?spMode=view&catid=c_pa02062&artid=1330096,571,이명박,기념사,향토예비군 창설 41주년 기념사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330261,570,이명박,라디오연설,제12차 라디오 연설 - 북한이 로켓 쏠 때 우리는 나무를 심었습니다
국정전반,,?spMode=view&catid=c_pa02062&artid=1330097,569,이명박,치사,법제처 2기 어린이 법제관 위촉식 축하 메시지
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330098,568,이명박,치사,원자력 반세기 기념식 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330099,567,이명박,치사,부활절 축하 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330100,566,이명박,기념사,대한민국 임시정부 수립 90주년 기념사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330101,565,이명박,치사,제10회 서울 국제금융포럼 축사
국방,,?spMode=view&catid=c_pa02062&artid=1330102,564,이명박,치사,해병대 창설 60주년 기념사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330103,563,이명박,치사,부산MBC 창사 50주년 축하 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330104,562,이명박,기념사,4·19혁명 49주년 기념사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330262,561,이명박,라디오연설,제13차 라디오 연설 - 4대강 따라 열리는 자전거길
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330105,560,이명박,기념사,제29회 장애인의 날 기념사
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330106,559,이명박,기념사,2009년 과학의 날 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330108,558,이명박,치사,제1회 사회복지관 종사자 전진대회 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330107,557,이명박,치사,한라일보 창간 20주년 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330109,556,이명박,치사,2009년 안면도 국제 꽃박람회 개막식 축사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330110,555,이명박,기념사,2009년 법의 날 기념식 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330111,554,이명박,치사,불교방송 IPTV 개국 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330112,553,이명박,치사,원기 94년 원불교 대각개교절 봉축 메시지
환경,,?spMode=view&catid=c_pa02062&artid=1330113,552,이명박,치사,G-코리아 결의대회 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330114,551,이명박,치사,불기 2553년 부처님 오신 날 봉축 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330115,550,이명박,치사,제1회 대한민국 자전거 축전 인사말
국방,,?spMode=view&catid=c_pa02062&artid=1330116,549,이명박,치사,육탄 10용사 60주기 추도사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330263,548,이명박,라디오연설,제14차 라디오 연설 - 가족이 희망입니다
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330117,547,이명박,기념사,제87회 어린이날 기념 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330118,546,이명박,치사,경인 아라뱃길 보고대회 격려사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330119,545,이명박,치사,World Friends Korea' 해외봉사단 통합 발대식 격려사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330121,544,이명박,기타(연설),[우즈베키스탄 방문]젊은이와의 대화
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330120,543,이명박,만찬사,[우즈베키스탄 방문]동반성장포럼 오찬 연설
교육,,?spMode=view&catid=c_pa02062&artid=1330122,542,이명박,치사,울산과학기술대학교 개교식 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330123,541,이명박,기타(연설),[카자흐스탄 방문] 신선장포럼 연설
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330124,540,이명박,치사,경상일보 창간 20주년 축하 메시지
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330264,539,이명박,라디오연설,제15차 라디오 연설 - 샴페인을 터뜨릴 때가 아닙니다
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330125,538,이명박,만찬사,제3차 서울 C40 세계도시기후정상회의 만찬사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330126,537,이명박,치사,박영석 원정대 쾌거 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330127,536,이명박,치사,전국국민생활체육대축전 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330129,535,이명박,치사,미합중국 현충일 추념 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330128,534,이명박,치사,한·칠레 정상 간 대한민국 정부 승인 60주년 기념 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330130,533,이명박,치사,2015년 하계유니버시아드대회 광주시 유치 지지 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330131,532,이명박,기념사,제16회 방재의 날 기념 격려 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330132,531,이명박,치사,2010년 상하이엑스포 한국관 기공식 축하 메시지
환경,,?spMode=view&catid=c_pa02062&artid=1330133,530,이명박,기타,아세안 10개국 신문 특별기고
국방,,?spMode=view&catid=c_pa02062&artid=1330265,529,이명박,라디오연설,제16차 라디오·인터넷 연설 - 북핵 포기는 상생과 번영의 출발
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330136,528,이명박,만찬사,한·아세안 특별정상회의 만찬사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330135,527,이명박,기타(연설),한·아세안 특별정상회의(제1session)모두 발언
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330137,526,이명박,기타(연설),한·아세안 특별정상회의(제2session) 인사말
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330138,525,이명박,기타(연설),한·아세안 특별정상회의(제2session)모두 발언
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330139,524,이명박,치사,G마린 페스티벌 축하 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330140,523,이명박,치사,6·3학생운동 45주년 기념 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330141,522,이명박,만찬사,캄보디아 총리 초청 공식 만찬사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330142,521,이명박,기념사,제54회 현충일 추념사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330143,520,이명박,치사,아이 낳기 좋은 세상 운동본부 출범식 격려사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330144,519,이명박,기념사,제22주년 6·10민주항쟁 기념식 축사
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330145,518,이명박,치사,나로우주센터 준공식 격려사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330146,517,이명박,기타,캐나다 Munk Centre G8 특별출간물 기고
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330147,516,이명박,치사,독도수호마라톤대회 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330266,515,이명박,라디오연설,제17차 라디오·인터넷 연설 - 근원적인 처방이 필요합니다
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330148,514,이명박,치사,APEC 규제조화센터 설립 축하 메시지
환경,,?spMode=view&catid=c_pa02062&artid=1330149,513,이명박,치사,낙동강 천년 비전 선포식 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330150,512,이명박,기타(연설),[미국 방문] 조지워싱턴대학교 연설
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330151,511,이명박,기타(연설),2009 동아시아 세계경제포럼 환송 리셉션 인사말
국정전반,,?spMode=view&catid=c_pa02062&artid=1330152,510,이명박,치사,제10회 세계한인회장대회 축사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330153,509,이명박,기타,백범 김구 선생 60주기 추모사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330267,508,이명박,라디오연설,"제18차 라디오·인터넷 연설 - 대운하사업, 하지 않습니다"
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330154,507,이명박,치사,제2회 지역투자박람회 격려사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330156,506,이명박,치사,민주평화통일자문회의 14기 출범식 축사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330155,505,이명박,치사,공무원 격려 휴대폰 메시지
기타,,?spMode=view&catid=c_pa02062&artid=1330157,504,이명박,기타,재단법인 청계' 설립에 즈음하여
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330158,503,이명박,기타(연설),[폴란드 방문] 경제인포럼 연설
교육,,?spMode=view&catid=c_pa02062&artid=1330159,502,이명박,치사,경제 교육 비전 선포식 축사
국방,,?spMode=view&catid=c_pa02062&artid=1330160,501,이명박,치사,순항훈련전단 장병 격려 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330161,500,이명박,치사,한·미 대학생 컨퍼런스(KASC) 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330268,499,이명박,라디오연설,제19차 라디오·인터넷 연설 - 국격 제고와 우리의 책임
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330162,498,이명박,만찬사,제41회 국가조찬기도회 인사말
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330163,497,이명박,치사,부산상공회의소 120주년 기념식 축사
교육,,?spMode=view&catid=c_pa02062&artid=1330164,496,이명박,치사,제27회 한국학국제교육학술대회 축하 메시지
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330165,495,이명박,치사,2009 울진 세계친환경농업엑스포 격려사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330166,494,이명박,치사,포항시 승격 60주년 기념식 축사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330269,493,이명박,라디오연설,제20차 라디오·인터넷 연설 - 국운번창의 기초 닦을 것
국방,,?spMode=view&catid=c_pa02062&artid=1330167,492,이명박,치사,최초 국산 헬기 '수리온(SURION )' 출고 기념식 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330168,491,이명박,치사,매일신문 지령 2만 호 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330169,490,이명박,치사,2009 인천 세계도시축전 축사
환경,,?spMode=view&catid=c_pa02062&artid=1330270,489,이명박,라디오연설,제21차 라디오·인터넷 연설 - 녹색기술보다 더 중요한 게 녹색생활
국정전반,,?spMode=view&catid=c_pa02062&artid=1330170,488,이명박,기념사,제64주년 광복절 경축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330171,487,이명박,치사,여수엑스포 개막 1천일 전 행사 축전
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330172,486,이명박,치사,대통령기 전국남녀테니스대회 격려사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330173,485,이명박,기타,캐나다 Munk Centre 기고
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330271,484,이명박,라디오연설,제22차 라디오·인터넷 연설 - 분열하면 작아지고 통합하면 커집니다
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330174,483,이명박,치사,서울 충무로국제영화제 격려사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330175,482,이명박,치사,동북아 경제포럼 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330176,481,이명박,기타,한·호 정상 파이낸셜타임스 공동기고
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330272,480,이명박,라디오연설,제23차 라디오·인터넷 연설 - 민생과 일자리는 정책 최우선
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330177,479,이명박,기념사,제10회 사회복지의 날 기념 메시지
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330178,478,이명박,치사,제13회 직업능력의 달 기념사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330179,477,이명박,만찬사,이탈리아 대통령 초청 국빈 만찬사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330180,476,이명박,치사,제10차 세계교회협의회 총회 유치 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330181,475,이명박,치사,세계태권도평화봉사재단 출범 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330182,474,이명박,치사,제36회 LA 한국의 날 축하 메시지
환경,,?spMode=view&catid=c_pa02062&artid=1330186,473,이명박,기타,생물다양성협약 고위급 정기간행 Gincana 기고
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330183,472,이명박,치사,대한민국 새마을운동 박람회 개회식 격려사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330185,471,이명박,기념사,제110회 철도의 날 축하 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330184,470,이명박,치사,포항 영일만항 개항식 격려사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330187,469,이명박,치사,한·일 축제 한마당 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330188,468,이명박,만찬사,[미국 방문] CFR·KS·AS 공동주최 오찬 연설
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330273,467,이명박,라디오연설,제24차 라디오·인터넷 연설 - 스스로 일어서려는 국민을 돕는 정부
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330189,466,이명박,치사,제44회 전국기능경기대회 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330190,465,이명박,기타(연설),[유엔방문] 제64차 UN총회 기조연설
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330191,464,이명박,치사,한나라당원 추석 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330192,463,이명박,치사,제6회 전국자원봉사센터대회 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330193,462,이명박,기타(연설),[미국 피츠버그 G20 정상회의 참석] 한캐나다 정상 공동기자회견 모두 발언
국방,,?spMode=view&catid=c_pa02062&artid=1330194,461,이명박,치사,제59주년 재일학도의용군 6·25 참전 기념식 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330195,460,이명박,성명/담화문,G20 정상회의 유치 보고 특별기자 회견문
국방,,?spMode=view&catid=c_pa02062&artid=1330196,459,이명박,기념사,제61주년 국군의 날 기념사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330197,458,이명박,치사,대전시민의 날 축하 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330274,457,이명박,라디오연설,제25차 라디오·인터넷 연설 - 가족과 함께 편안하고 즐거운 추석 되기를
국정전반,,?spMode=view&catid=c_pa02062&artid=1330198,456,이명박,치사,한국토지주택공사 출범식 격려사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330199,455,이명박,치사,머니투데이 창간 10주년 축하 메시지
