category,date,href,number,president,sub_category,title
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330427,239,이명박,치사,LG화학 전기자동차용 이차전지공장 준공식 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330428,238,이명박,치사,한국·호주 우정의 해 2011 개막식 축사
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330429,237,이명박,치사,한국의료지원재단 출범 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330430,236,이명박,치사,제12회 서울국제금융포럼 개막식 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330431,235,이명박,치사,제3회 대한민국 자전거축전 축사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330432,234,이명박,만찬사,4·19혁명 국가조찬기도회 축하 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330533,233,이명박,라디오연설,제63차 라디오·인터넷 연설 - 장애인을 향해 마음의 창을 활짝 엽시다
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330433,232,이명박,만찬사,이라크 총리 초청 공식 만찬사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330434,231,이명박,치사,원기 96년 원불교 대각개교절 기념식 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330435,230,이명박,치사,요한 바오로 2세 시복식 축하 서신
국정전반,,?spMode=view&catid=c_pa02062&artid=1330534,229,이명박,라디오연설,제64차 라디오·인터넷 연설 - 가족의 소중함을 다시 한 번 생각합니다
국정전반,,?spMode=view&catid=c_pa02062&artid=1330436,228,이명박,기타,[독일 방문] 독일 알게마이네 차이퉁 인터뷰
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330437,227,이명박,기타(연설),[프랑스 방문] 파리7대학 인문학 명예박사 학위 수락 연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330535,226,이명박,라디오연설,제65차 라디오·인터넷 연설 - 녹색 선진국의 꿈을 다졌습니다
국정전반,,?spMode=view&catid=c_pa02062&artid=1330438,225,이명박,기타,[프랑스 방문] 프랑스 르몽드 인터뷰
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330439,224,이명박,치사,카이스트 개교 40주년 기념 비전 선포식 축사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330440,223,이명박,기념사,제31주년 5·18민주화운동 기념사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330441,222,이명박,만찬사,서울 G20 국회의장희외 환영 만찬사
국방,,?spMode=view&catid=c_pa02062&artid=1330442,221,이명박,치사,아덴만여명작전 유공자 격려 말씀
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330536,220,이명박,라디오연설,제66차 라디오·인터넷 연설 - 협력과 상생의 노사 관계가 절실합니다
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330443,219,이명박,기타,캐나다 Munk Centre 출간물 기고
국정전반,,?spMode=view&catid=c_pa02062&artid=1330444,218,이명박,기념사,제56주년 현충일 추념사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330445,217,이명박,치사,제47회 한일협력위원회 합동총회 축하 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330446,216,이명박,기념사,제24주년 6·10민주항쟁 기념식 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330447,215,이명박,환영사,외규장각 의궤 귀환 환영대회 환영사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330537,214,이명박,라디오연설,제67차 라디오·인터넷 연설 - 뼈를 깍는 심정으로 부정과 비리 척결
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330448,213,이명박,만찬사,제14차 아·태 대법원장회의 참석자 초청 만찬사
국방,,?spMode=view&catid=c_pa02062&artid=1330449,212,이명박,치사,서북도서방위사령부 창설 축하 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330538,211,이명박,라디오연설,제68차 라디오·인터넷 연설 - 복지 사각지대를 없애 나가겠습니다
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330450,210,이명박,환영사,제4차 세계검찰총장회의 개회식 환영사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330451,209,이명박,치사,제15기 민주평화통일자문회의 출범식 축사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330452,208,이명박,치사,제12차 한나라당 전당대회 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330453,207,이명박,기타,[남아프리카공화국 방문] 2018 평창 동계올림픽 유치 관련 외신 인터뷰
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330454,206,이명박,기타(연설),[에티오피아 방문] 아디스아바바대학 강연
국정전반,,?spMode=view&catid=c_pa02062&artid=1330539,205,이명박,라디오연설,제69차 라디오·인터넷 연설 - 아프리카 대륙과 함께 번영의 길을 찾았습니...
교육,,?spMode=view&catid=c_pa02062&artid=1330455,204,이명박,치사,제29회 한국학 국제교육학술대회 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330456,203,이명박,만찬사,인도 대통령 초청 국빈 만찬사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330540,202,이명박,라디오연설,제70차 라디오·인터넷 연설 - 전국 방방곡곡 보석처럼 빛나는 여행지가 많...
국정전반,,?spMode=view&catid=c_pa02062&artid=1330541,201,이명박,라디오연설,제71차 라디오·인터넷 연설 - 자연재해에 대한 선제적 대응책을 마련하겠습...
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330457,200,이명박,치사,한미 과학기술학술회의 개막식 축사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330458,199,이명박,기념사,제66주년 광복절 경축사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330542,198,이명박,라디오연설,제72차 라디오·인터넷 연설 - 공생발전은 더불어 잘사는 따뜻한 사회 만들...
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330459,197,이명박,치사,2011 대구 세계육상선수권대회 축사
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330460,196,이명박,치사,시화호 조력발전소 녹색발전 기념식 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330461,195,이명박,치사,여수 세계롤러스피드스케이팅선수권대회 축사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330462,194,이명박,기념사,제17회 통계의 날 축하 메시지
교육,,?spMode=view&catid=c_pa02062&artid=1330463,193,이명박,치사,제10회 전국평생학습축제 축하 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330464,192,이명박,치사,한나라당 추석 특별당보 인사 말씀
국정전반,,?spMode=view&catid=c_pa02062&artid=1330543,191,이명박,라디오연설,제73차 라디오·인터넷 연설 - 이웃과 함께 따뜻한 정을 나누는 추석 명절
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330465,190,이명박,치사,전국농업인한마음전진대회 축사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330466,189,이명박,기념사,제12회 사회복지의 날 축하 메시지
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330467,188,이명박,치사,지역발전 주간 개막식 축사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330468,187,이명박,치사,제58주년 해양경찰의 날 기념식 축사
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330544,186,이명박,라디오연설,제74차 라디오·인터넷 연설 - 줄기세포 강국으로 다시 일어서야 합니다
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330469,185,이명박,기타(연설),[유엔총회 참석] 세계정치지도자상 수상 연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330470,184,이명박,기타(연설),[유엔총회 참석] 제66차 유엔총회 기조연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330471,183,이명박,기타(연설),[유엔총회 참석] 유엔 원자력안전 고위급회의 기조연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330474,182,이명박,기타,칸 G20 정상회의 관련 6개국 정상 공동서한
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330473,181,이명박,치사,제38회 LA 한국의 날 축하 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330472,180,이명박,기타,[유엔총회 참석] 미국 블룸버그통신 인터뷰
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330475,179,이명박,치사,제8회 전국자원봉사센터대회 축하 메시지
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330476,178,이명박,치사,서울포럼 2011 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330477,177,이명박,치사,장애인문화예술국민대축제 축하 메시지
국방,,?spMode=view&catid=c_pa02062&artid=1330478,176,이명박,치사,제61주년 재일학도의용군 6·25참전 기념식 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330479,175,이명박,치사,제31회 코리안 퍼레이드 및 제29회 추석맞이 민속대잔치 축하 메시지
국방,,?spMode=view&catid=c_pa02062&artid=1330481,174,이명박,기념사,제63주년 국군의 날 기념사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330480,173,이명박,치사,한일 축제한마당 축하 메시지
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330545,172,이명박,라디오연설,제75차 라디오·인터넷 연설 - 글로벌 경제위기에 탄탄하게 대비하겠습니다
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330482,171,이명박,치사,전라선 복선전철 개통식 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330483,170,이명박,치사,바르게살기운동 전국회원대회 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330484,169,이명박,치사,제92회 전국체육대회 개회식 축사
국방,,?spMode=view&catid=c_pa02062&artid=1330485,168,이명박,기념사,재향군인의 날 축하 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330486,167,이명박,국회연설,2012년도 예산안 및 기금운용계획안 제출에 즈음한 시정연설
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330487,166,이명박,치사,대구 세계육상선수권대회·경주 세계문화엑스포 성공기념 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330488,165,이명박,만찬사,[미국 방문] 미국 상공회의소 주최 오찬 연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330489,164,이명박,기타(연설),[미국 방문] 공식 환영식 답사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330492,163,이명박,만찬사,[미국 방문] 국빈 만찬사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330491,162,이명박,기타(연설),[미국 방문] 미국 의회 상·하원 합동회의 연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330490,161,이명박,만찬사,[미국 방문] 국빈오찬 답사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330493,160,이명박,치사,제6회 한미 국가조찬기도회 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330546,159,이명박,라디오연설,제76차 라디오·인터넷 연설 - 한·미 FTA로 경제영토가 넓어집니다
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330494,158,이명박,치사,S-Oil 온산공장 확장 준공식 축사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330495,157,이명박,치사,전국새마을지도자대회 축사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330496,156,이명박,기념사,제66주년 경찰의 날 축사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330497,155,이명박,치사,전국우수시장박람회 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330498,154,이명박,치사,제1회 유엔평화대축전 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330499,153,이명박,치사,세계한민족축전 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330500,152,이명박,치사,전국국민생활체육대축전 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330501,151,이명박,국회연설,한·미 FTA 비준동의에 관한 국정 연설
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330502,150,이명박,치사,APEC 축하 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330503,149,이명박,기념사,제66주년 교정의 날 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330504,148,이명박,기타,캐나다 Munk Centre 출간물 기고
교육,,?spMode=view&catid=c_pa02062&artid=1330547,147,이명박,라디오연설,제77차 라디오·인터넷 연설 - 학력보다 능력중심의 사회를 열겠습니다
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330505,146,이명박,치사,제14차 한·중·일 불교우호교류대회 축하 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330506,145,이명박,치사,제47회 전국여성대회 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330507,144,이명박,치사,사천왕사 왔소 2011' 축제 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330508,143,이명박,만찬사,베트남 국가주석 초청 국빈 만찬사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330509,142,이명박,기념사,제49주년 소방의 날 축사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330510,141,이명박,기타,미국 NPR 라디오 인터뷰
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330548,140,이명박,라디오연설,제78차 라디오·인터넷 연설 - 우리 경제에 자신감을 가질 때입니다
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330511,139,이명박,치사,전국소기업·소상공인대회 축하 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330512,138,이명박,치사,제65주년 재일민단 창단 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330513,137,이명박,치사,대중문화예술인의 날 축하 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330514,136,이명박,치사,한나라당 창당 제14주년 기념 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330515,135,이명박,치사,대한불교진각종 제11대 성초 총인 추대법회 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330516,134,이명박,만찬사,에티오피아 총리 초청 공식 만찬사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330517,133,이명박,치사,제3회 전국장애인합창대회 축하 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330549,132,이명박,라디오연설,제79차 라디오·인터넷 연설 - 내복을 입으면 마음까지 따뜻해집니다
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330518,131,이명박,기타(연설),부산 세계개발원조총회 기조연설
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330519,130,이명박,치사,종합편성채널 4개사 공동 개국 축하 메시지
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330520,129,이명박,기념사,무역 1조 달러 달성 기념 제48회 무역의 날 축사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330550,128,이명박,라디오연설,제80차 라디오·인터넷 연설 - 국민 모두가 무역 1조 달러 달성의 주역
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330521,127,이명박,치사,대한불교천태종 상월원각 대조사 탄신 100주년 법요식 축하 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330522,126,이명박,치사,희망가족 및 교정 공무원 격려 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330551,125,이명박,라디오연설,제81차 라디오·인터넷 연설 - 국민 여러분께 더욱 가까이 다가가겠습니다
국정전반,,?spMode=view&catid=c_pa02062&artid=1330523,124,이명박,신년사,신년사
국정전반,,?spMode=view&catid=c_pa02062&artid=1330524,123,이명박,신년사,신년 국정 연설
국정전반,,?spMode=view&catid=c_pa02062&artid=1330525,122,이명박,신년사,위클리 공감 신년호 인사말
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330526,121,이명박,기타,대한불교조계종 지관 대종사 영결식 추도 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330527,120,이명박,치사,제7회 미주 한인의 날 축하 메시지
교육,,?spMode=view&catid=c_pa02062&artid=1330647,119,이명박,라디오연설,제83차 라디오·인터넷 연설 - '행복한 학교'가 학교폭력 문제 해결의 진정한...
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330553,118,이명박,만찬사,[터키방문] 터키대통령 주최 국빈 만찬사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330648,117,이명박,라디오연설,제84차 라디오·인터넷 연설 - 제2의 중동붐을 타고 우리 젊은이들이 세계로 ...
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330554,116,이명박,기타(연설),글로벌 코리아 2012' 기조연설
국방,,?spMode=view&catid=c_pa02062&artid=1330555,115,이명박,치사,2012년 국군 장교 합동 임관식 축사
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330556,114,이명박,치사,제52주년 2·28대구민주운동 기념식 축하 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330557,113,이명박,기념사,제93주년 3·1절 기념사
교육,,?spMode=view&catid=c_pa02062&artid=1330558,112,이명박,치사,제2회 마이스터고 합동개교식 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330649,111,이명박,라디오연설,"제85차 라디오·인터넷 연설 - 에너지 자주개발, 끊임없이 도전하고 민관이 ..."
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330559,110,이명박,만찬사,제44회 국가조찬기도회 인사말
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330560,109,이명박,치사,서민금융포럼 및 서민금융대상 시상식 축하 메시지
국정전반,,?spMode=view&catid=c_pa02062&artid=1330561,108,이명박,치사,제28기 경찰대학 졸업 및 임용식 치사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330562,107,이명박,치사,세계소비자권리의 날 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330563,106,이명박,치사,조지워싱턴대학교 글로벌포럼 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330564,105,이명박,치사,서서평 선교사 내한 100주년 기념식 축사
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330650,104,이명박,라디오연설,제86차 라디오·인터넷 연설 - 서울 핵안보정상회의에 국민 여러분의 따뜻한...
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330565,103,이명박,치사,제13회 농림수산식품 수출탑 시상식 및 수출전진대회 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330566,102,이명박,만찬사,태국 총리 초청 국빈 만찬사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330567,101,이명박,치사,2012 서울평화음악회 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330568,100,이명박,치사,조계종 제13대 종정 진제 법원 대종사 추대식 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330569,99,이명박,만찬사,인도네시아 대통령 초청 국빈 만찬사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330570,98,이명박,치사,제50주년 수협중앙회 창립 기념식 축사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330651,97,이명박,라디오연설,제87차 라디오·인터넷 연설 - 서민금융이 잘 정착되어 더욱 따뜻한 사회가 ...
국방,,?spMode=view&catid=c_pa02062&artid=1330571,96,이명박,기념사,제44주년 향토예비군 창설 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330652,95,이명박,라디오연설,제88차 라디오·인터넷 연설 - 북한이 살길은 스스로 핵무기를 포기하고 개...
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330572,94,이명박,만찬사,4·19혁명 국가조찬기도회 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330573,93,이명박,치사,원기 97년 원불교 대각개교절 기념식 축하 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330574,92,이명박,치사,제80주년 매헌 윤봉길 의사 상해의거 기념식 축하 메시지
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330654,91,이명박,라디오연설,"제89차 라디오·인터넷 연설 - 불법사금융과의 전쟁, 모든 방법을 동원해 끝..."
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330575,90,이명박,치사,제50주년 농촌진흥청 개청 기념식 축사
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330576,89,이명박,치사,신울진 원전 1·2호기 기공식 축사
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330655,88,이명박,라디오연설,제90차 라디오·인터넷 연설 - '지구촌 바다 축제' 여수세계박람회를 가족과 ...
정치/사회,,?spMode=view&catid=c_pa02062&artid=1330577,87,이명박,치사,제1차 새누리당 전당대회 축사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330578,86,이명박,치사,서울포럼 2012 축하 메시지
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330579,85,이명박,치사,기초과학연구원 개원 기념 국제심포지엄 특별연설
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330580,84,이명박,치사,제50주년 산림조합 창립 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330581,83,이명박,만찬사,아시아헌법재판소연합 창립총회 초청 만찬사
과학기술/정보,,?spMode=view&catid=c_pa02062&artid=1330582,82,이명박,치사,서울디지털포럼 2012 개막식 축하 메시지
교육,,?spMode=view&catid=c_pa02062&artid=1330583,81,이명박,치사,APEC 교육장관회의 축하 메시지
문화/체육/관광,,?spMode=view&catid=c_pa02062&artid=1330584,80,이명박,치사,불기 2556년 부처님 오신 날 봉축 법요식 축하 메시지
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330656,79,이명박,라디오연설,제91차 라디오·인터넷 연설 - 미얀마의 경제개발과 민주화를 적극 지원할 ...
외교/통상,,?spMode=view&catid=c_pa02062&artid=1330585,78,이명박,만찬사,스웨덴 국왕 초청 국빈 만찬사
산업/경제,,?spMode=view&catid=c_pa02062&artid=1330586,77,이명박,치사,원주~강릉 철도건설 기공식 치사
