"""폭스콘, 더 커진 아이폰8 대량생산 들어갔다"""
<톡톡TALK> “중국인 좋아하는 숫자 8…갤S8은 꼭 성공해야” 절박
[IT열쇳말] C-DRX
"갤S8, 알뜰폰에 찬물…5월 통신3사 ‘웃고’ 알뜰폰 ‘울고’"
"‘국대폰’, LG G6·갤럭시S8·S8 플러스 특별 사은품 혜택 증정"
"아이폰8, 아이폰7S·갤럭시S8시리즈와 크기 비교해 보니"
"갤럭시S8, 중국판은 이렇게 다르다"
안드로이드 대부 갤럭시S8 대항마 공개
"삼성 갤럭시S8 만리장성 넘고, LG G6 브라질 등 중남미 공략"
"총알폰, ‘갤럭시 S8 및 LG G6, 아이폰7레드’ 지원금 인상 특가 이벤트"
"삼성 갤럭시S8 체험존, 300만 명 다녀갔다"
"모비톡, '갤럭시S8' 구매자 대상 PS4 증정 이벤트 연장"
"갤럭시S8, 파노라마 사진 '세로줄 문제'… SW 업그레이드 예정"
"삼성전자, '갤럭시 S8·S8+' 체험존 300만돌파"
"소니, 엑스페리아XZ 프리미엄 출시...갤럭시s8.G6와 경쟁 전망"
'갤럭시S8'발 이익 개선 '눈앞'…삼성전기·삼성SDI 신고가 경신
갤럭시S8 다음달 초 일본 출시…일본어 입력기 등 적용
"갤럭시S8, 日 진출 앞두고 현지 체험존 운영"
"삼성 ""갤럭시S8 국내 100만대 돌파...이전보다 두 배 빨라"""
갤럭시S8 마지막 행선지 '일본'…6월 초 출시
"삼성전자, 서재페 찾은 `갤럭시S8` 이용자에게 64GB 메모리 증정"
"[해보니] '갤럭시S8' 홍채인식 해킹, 될까?"
삼성 갤럭시 S8보다 LG G6가 멀티태스킹 더 빠른 이유는?
삼성 중저가 '갤럭시'로 인도시장 챙기기 나서
"모비톡, 'G6' 구매자에게 '갤럭시탭A6 10.1' 증정"
"모비톡, '갤럭시S8' 구매 시 '기어S3' 증정"
"[단독] 삼성,갤럭시노트7 사태 '백서' 만든다…""규명에서 대응까지 기록으로 자산화"""
"독일 해커 집단, 갤럭시S8 '홍채 인식 보안 기능' 해제 영상 공개"
"갤럭시S8 vs 아이폰6S, 앱 구동 속도 테스트 결과 '충격'"
갤럭시S8 '블루투스 연결' 개선 업데이트 배포
한국에선 갤럭시S8 ‘1+1’ 행사 안하나···삼성전자 답변은?
"갤럭시노트8, 초기 설계용 스케치 유출…듀멀카메라 장착"
갤럭시S8 짝꿍 '덱스'는 어떻게 탄생했을까
"NH농협은행 ""NH스마트뱅킹 가입후 로그인하면 갤럭시S8 드려요"""
"모비톡, “갤럭시S8 구매하면 PS4 드려요~” 이벤트 연장"
"6월 日 출시 앞둔 '갤럭시 S8?플러스', 현지 체험존 오픈"
"갤럭시S8, 40일만에 국내 개통 100만대 돌파..""역대 최단기간"""
삼성전자 갤럭시S8 체험존 300만명 방문… 역대 최고 기록
"삼성전자, 갤럭시S8 출시 37일 만에 국내 100만대 판매 돌파"
"'日 상륙' 갤럭시S8·S8+, 체험존 운영...6월초 출시"
"갤럭시S8, 출시 37일만에 국내 개통량 100만대 돌파"
