titles,url,contents
"신한카드, 10대·개인사업자 특화 체크카드 출시",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=277&aid=0004003932,"신한은행과 전략 시너지 상품 2종 출시 [] 신한카드가 10대들을 위한 틴즈 플러스 포니 체크카드와 개인사업자를 위한 신한 주거래 소호(SOHO) 사업자 체크카드를 출시했다고 30일 밝혔다. 틴즈 체크카드는 미래 잠재시장 고객군 확보를 위해 신한은행과 함께 출시한 신한 포니 패키지를 구성하는 상품이다. 용돈관리 앱 신한 포니에서 가족체크카드를 간편하게 발급 받을 수 있으며, 앱과 체크카드를 통해 자녀의 용돈을 한눈에 쉽게 관리할 수 있다. T머니 선불기능 탑재로 대중교통 및 편의점에서 편리하게 사용할 수 있고, CGV 2000원 할인(월 1회), 롯데월드/서울랜드 테마파크 자유이용권 50% 할인(일 1회, 연 3회), 배스킨라빈스/던킨도넛츠/KFC/버거킹에서 5천원 이상 결제 시 이용 금액의 5% 캐시백 서비스(월 최대 5000원 캐시백) 등도 제공한다. 신한 주거래 소호 사업자 체크카드는 개인사업자 특화카드로 신한은행 주거래 소호 사업자 통장과 연계해 서비스를 제공한다. 카드 이용내역에 대해 부가세 신고 시 필요한 각종 자료와 세무회계 관련 상담 서비스를 받아볼 수 있는 것이 특징이다. 모든 가맹점에서 0.3%, 이마트/홈플러스/롯데마트 할인점, 롯데백화점/현대백화점/신세계백화점 등 백화점, 11번가/G마켓/옥션 온라인몰, 쿠팡/위메프/티켓몬스터 소셜커머스에서 이용 금액의 1%를 포인트로 적립해준다.해외 이용 금액의 1%, 이동통신 자동이체 거래건, 버스/지하철 이용 금액, 도시가스 납부 금액 등 생활 가맹점에서 2% 포인트 적립서비스도 제공한다. 신한카드 관계자는 ""이번에 출시한 체크카드 상품 뿐만 아니라 금융과 생활서비스 전반에서 신한금융그룹의 인프라를 활용해 경쟁력 높은 상품들을 지속 출시할 것""이라고 말했다.  뉴스가 재밌다! 세상의 모든 재미 [티잼] 인기최신만화   오늘의 띠별, 별자리 운세<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>"
"부경대생, 국내 미기록 상어 4종 학계 보고 '주목'",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=102&oid=082&aid=0000710366,"이우준 씨, 한국어류학회 포스터논문 우수 발표상부경대학교 연구원이 국내에 알려지지 않았던 상어 4종을 학계에 보고해 주목받고 있다. 부경대 해양생물학과 어류학연구실 이우준 연구원(31)은 최근 논문 한국산 상어류(연골어강:판새아강) 4미기록종 보고 및 2종의 학명 검토를 통해 부산과 제주, 여수 등 해역에서 Echinorhinus cookei, Carcharias taurus, Carcharhinus obscurus, Scoliodon macrorhynchos 등 4종의 상어를 새로 발견했다고 밝혔다.이번에 발견한 4종은 일본, 대만, 호주, 인도네시아, 중국 등 해역에 분포하지만 우리나라에서는 지금까지 알려지지 않았던 종들이다. 이 가운데 Carcharias taurus와 Carcharhinus obscurus는 국제자연보전연맹(IUCN)의 레드리스트에 취약종으로 등록된 종이다.이 연구원은 이번 연구를 위해 지난 2014년부터 매주 부산공동어시장을 방문해 고등어 선망에서 혼획된 상어들을 표본으로 수집 관찰한 것을 비롯, 국립해양생물자원관과 국립수산과학원, 전북대, 일본 교토대 등에 수장된 표본 등 모두 120여 개체를 형태학적으로 분석해 이 같은 성과를 얻었다.이번 발견으로 우리나라에 서식하는 것으로 보고된 상어는 종전 43종에서 47종으로 늘어나게 됐다. 이 연구원은 이번에 발견한 4종의 상어에 우리나라 명칭을 붙일 계획이다.이와 함께 이 연구원은 이 논문에서 종전 Squalus megalops와 Squalus acanthias로 알려진 모조리상어와 곱상어가 실제로는 Squalus brevirostris, Squalus suckleyi 종이라는 사실도 추가로 밝혔다.이 연구원은 이번 연구 논문으로 최근 서울 롯데월드몰에서 열린 2017년도 춘계 한국어류학회(회장 이완옥) 특별 심포지엄 및 학술발표대회에서 포스터논문 우수 발표상을 수상했다.김진구 지도교수(자원생물학과)는 ""상어는 세계적으로 주목받는 연구 주제이지만 국내 연구는 미흡한 편""이라면서, ""이번 연구가 상어 종 분류 및 보호종 지정 등을 위한 기초 연구자료로 활용될 것으로 기대한다""고 말했다.디지털미디어본부"
"""실험용 물고기에 웬 식용잣대? '규제'로 신산업 2곳중 1곳 '사업차질'""",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=421&aid=0002764105,"대한상공회의소가 지난달 1~16일 신산업 분야 700개사를 대상으로 실시한 국내 신산업 규제애로 실태조사 결과 신산업 분야별 사업차질 유형. (대한상의 제공) © News1절반 가까이 사업지연·중단… 기술 부족보다 규제가 더 걸림돌(서울=뉴스1) =  A기업은 해상용 통신장비 신제품 출시를 앞두고 문제에 부딪혔다. 국제전기기술위원회(IEC)의 인증을 통과한 테스트 항목에 대해서 국내인증을 재차 요구받았기 때문. 결국 인증 비용에만 수 백만원이 들었고, 제품 출시시기도 1년 가까이 지연됐다.  B사는 최근 롯데월드 타워 등 대형 건물이 속속 등장하자 지능형 방재설비의 사업성을 인지하고, 스마트센서와 통신기능을 추가한 ‘IoT기반 방재설비’를 개발했다. 그러나 현재 ‘지능형 방재설비’에 대한 인증규격이 없어 과연 제품출시할 수 있을지? 한다면 언제 할 수 있을지? 막막한 상황에 직면해 있다. C연구소는 실험보다 ‘제브라피쉬’ 구하기가 더 스트레스다. 제브라피쉬는 인간과 유전자 구성이 유사한 열대어로 의약 실험용으로 수요가 많다. 그런데 실험용 제브라피쉬를 수입하려면 식용수산물과 동일한 검역절차를 거쳐야 한다. 결국 수입기간이 길어지고, 제브라피쉬가 폐사해 적기에 공급받지 못하는 경우가 다반사다.신산업 분야 기업 중 절반은 최근 1년간 규제로 인해 사업차질을 경험한 것으로 나타났다. 규제가 국내 신산업 분야의 성장과 글로벌 경쟁력 확보에 걸림돌로 작용하고 있는 셈이다. 대한상공회의소(회장 박용만)가 지난달 1~16일 무인이동체·신재생에너지·ICT·바이오헬스·핀테크 등 5개 신산업 분야 700개사를 대상으로 국내 신산업 규제애로 실태조사를 벌인 결과 47.5%가 지난 1년간 규제 때문에 사업추진에 차질을 빚었다고 답했다.분야별로는 핀테크 업종의 사업차질 경험률이 70.5%로 가장 높았고, 신재생에너지(64.7%), 무인이동체(50.0%), 바이오·헬스(43.8%), ICT융합(33.6%) 순이었다.유형별로는 사업지연(53.1%), 사업 진행중 중단·보류(45.5%), 불필요한 비용 발생(31.7%), 사업 구상단계에서 어려움을 인식해 포기(22.8%) 등을 꼽았다.기업들은 국내 신산업의 글로벌 경쟁력이 낮은 수준(응답자 49.2%)임에도 불구하고 규제가 글로벌 경쟁의 걸림돌로 작용하고 있다고 여겼다.이들은 규제 애로(74.6%)를 글로벌 경쟁 시 겪는 가장 큰 어려움으로 꼽았다. 시장여건 미성숙으로 인한 판로애로(74.0%)와 자금조달 애로(71.9%), 우수인력 확보애로(71.3%) 등이 그 뒤를 이었다. 이에 비해 기술력 부족(55.9%)을 꼽은 기업은 상대적으로 적었다.대한상의는 ""신산업 기업들은 기술력 부족보다 규제, 미성숙한 시장여건 등 외부적 요인에서 더 큰 어려움을 느끼고 있다""며 ""기업과 정부가 원활한 팀플레이를 통해 이러한 애로사항을 적극적으로 해결해 나갈 필요가 있다""고 강조했다.대한상의는 신산업 성장을 저해하는 핵심규제로 Δ원칙금지·예외허용의 포지티브 규제 Δ산업간 융합·협업을 가로막는 칸막이 규제 Δ규제대상이 광범위한 투망식 규제 Δ관련 법령 부재로 인한 회색 규제 Δ중복·과잉 규제 등이 꼽혔다. 이동근 대한상의 상근부회장은 ""신산업에서는 기업이 앞장서 신기술·신시장 개척활동을 펴야 한다""며 ""현재 없는 사업과 제품 개발에 기업이 과감히 도전할 수 있도록 규제 완화·인프라 확충 등 정부의 후원 역할이 중요하고 시급하다""고 말했다.yeoulim@ 놓치면 후회! 최신 만화 보기 / 2017년 나의 운세 보기 여러분의 제보를 기다립니다. 제보하기(클릭!)[© 뉴스1코리아(news1.kr), 무단 전재 및 재배포 금지]"
롯데호텔 셰프들의 미식 연구소…팝업스토어 '퀴진 랩' 선봬,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=277&aid=0004004777,"롯데호텔월드가 5월26일부터 6월8일까지 롯데백화점 잠실점 지하 1층 식품관에서 ‘롯데호텔 퀴진 랩’ 팝업 스토어를 선보인다. 이번 프로모션에서는 롯데호텔월드를 대표하는 셰프들이 자신의 이름을 걸고 준비한 프리미엄 다이닝 메뉴를 합리적인 가격에 만나볼 수 있다.우선 6월1일까지 30년 경력 주재근 총주방장이 허브와 올리브 오일 등을 사용해 만든 비법 양념으로 마리네이드 한 뒤 담백하게 구워낸 ‘주재근 비법 양갈비 구이’(2pcs 1만9000원, 3pcs 2만6000원), 25년 경력 고기의 달인 박재형 셰프가 직접 만든 두툼한 패티가 일품인 ‘박재형 빅 버거’(1만5000원), 25년 경력 홍수영 셰프가 연어, 계란, 새우튀김 등의 속재료를 큼직큼직하게 넣은 일본식 김밥 ‘홍수영 후토마키’(1만원)를 맛볼 수 있다.6월2일부터 6월8일까지는 양갈비 구이와 더불어 중식 경력 25년 찰리정 셰프의 노하우가 담긴 매콤한 사천식 깐풍기 ‘찰리정 핫 깐풍기’(1만3000원), 비타민과 단백질이 풍부해 예로부터 보양식으로 꼽는 민물장어 ‘우나기’를 활용한 일식 경력 30년 이준식 셰프의 ‘이준식 우나기 스시’(2만원)를 즐길 수 있다.  뉴스가 재밌다! 세상의 모든 재미 [티잼] 인기최신만화   오늘의 띠별, 별자리 운세<ⓒ세계를 보는 창 경제를 보는 눈, 아시아경제 무단전재 배포금지>"
中 사드 여파… 신규면세점 개장 늦춰지나,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=022&aid=0003178354,"면세점協, 관세청에 ‘연기’ 건의/당국 “이르면 이달 말 논의할 것”중국의 ‘사드(THAAD·고고도미사일방어체계) 보복’ 여파로 신규면세점들의 개장이 내년으로 미뤄질 것으로 보인다.한국면세점협회는 관세청에 서울 시내 신규면세점 개장 연기를 허용해달라고 지난주 공식 건의했다. 면세점협회 관계자는 31일 “사드 보복 등으로 인해 사업 불확실성이 커짐에 따라 신세계디에프, 현대백화점면세점, 탑시티 등 신규 사업자 3곳의 영업 개시일을 늦춰줄 것을 건의했다”고 밝혔다. 규정상 신규면세점 사업자는 특허 취득 이후 1년 이내인 올해 12월까지 특허요건을 갖춰 영업을 시작해야 하지만, 업계에서는 개장 연기 필요성이 제기돼 왔다. 당국도 신규면세점 개장 연기를 긍정적으로 검토 중이다. 관세청 관계자는 “이르면 다음 달 말 특허심사위원회에서 신규면세점 개장 연기 문제를 논의할 것”이라며 “업체 측 요청을 최대한 반영하는 방향이 될 것”이라고 말했다. 앞서 관세청은 신규면세점 사업자가 요청할 경우 영업 개시 연기를 허용한다는 방침을 밝힌 바 있다.관세청은 작년 12월 서울지역 면세점 3곳과 서울·부산·강원 지역의 중소·중견기업 사업장 3곳 등 총 6개 신규 사업자를 발표했다. 대기업 몫으로는 서울지역에서 현대백화점, 신세계, 롯데 등 3곳이 사업권을 따냈다. 이 가운데 과거 영업하던 매장을 유지하고 있던 롯데면세점 월드타워점은 지난 1월 곧바로 운영을 시작했다.ⓒ 세상을 보는 눈, 글로벌 미디어 세계일보"
"롯데멤버스, 호텔엔조이와 제휴…전세계 호텔 결제 및 포인트 적립 가능",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=014&aid=0003822363,"앞으로 롯데멤버스의 통합멤버십 브랜드 L.POINT(이하 엘포인트)로 온라인 호텔 예약 전문사이트 호텔엔조이를 통해 예약한 전세계 호텔의 결제가 가능해진다.  롯데멤버스 엘포인트는 호텔엔조이와의 제휴를 통해 엘포인트 회원들은 국내외 포함 전세계 21만여개 호텔을 엘포인트로 결제할 수 있으며, 결제 금액의 1%를 엘포인트로 적립할 수 있다고 5월31일 밝혔다.  또한 롯데멤버스는 자사 계열사인 롯데호텔과 호텔엔조이와 손잡고 엘포인트 회원들을 위한 파격적인 프로모션을 진행한다. 호텔엔조이에서 롯데호텔 상품을 구매한 고객 중 엘포인트를 5000포인트 이상 사용한 고객들은 기본 1% 적립 외에 2만포이트 추가 적립 할 수 있다. 또한 국내 각 지역의 롯데호텔이 제공하는 다양한 특전을 누릴 수 있다.  6월 1일부터 21일까지 3주간 진행되며, 롯데호텔 서울, 롯데호텔 월드, 롯데호텔 제주, L7 명동, 롯데시티호텔 구로, 롯데시티호텔 마포 총 6곳의 호텔 예약 시 참여 가능하다.  롯데멤버스 관계자는 ""호텔엔조이와의 신규 제휴를 기념하고 이른 휴가를 계획하고 있는 엘포인트 회원들에게 파격적인 혜택을 제공하고자 이번 프로모션을 기획했다""면서 ""롯데멤버스와 호텔엔조이 그리고 롯데호텔 3개의 회사가 함께 준비한 만큼 어느 프로모션보다 시너지 효과가 클 것으로 기대하고 있다""고 말했다.  한편 엘포인트 회원에게 제공되는 자세한 특전, 예약 및 투숙 기간 문의는 엘포인트 모바일 앱 프로모션 페이지와 호텔엔조이 홈페이지 또는 모바일 웹에서 확인할 수 있다.    세상의 모든 골 때리는 이야기 fn파스 속보이는 연예뉴스 fn스타  ※ 저작권자 ⓒ  파이낸셜뉴스. 무단 전재-재배포 금지"
'사드 보복'에 신규면세점 개장 무더기 연기될 듯(종합),http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=001&aid=0009304525,"면세점협회, 개장 연기 공식 요청…특허수수료율 인상에는 헌법소원 (서울=연합뉴스) = 중국의 사드(고고도미사일방어체계·THAAD) 보복 여파로 신규면세점들의 개장이 줄줄이 미뤄질 것으로 보인다.    한국면세점협회는 관세청에 서울 시내 신규면세점 개장 연기를 허용해달라고 지난주 공식 건의했다.     면세점협회 관계자는 31일 ""사드 보복 등으로 인해 사업 불확실성이 커짐에 따라 신세계디에프, 현대백화점면세점, 탑시티 등 신규 사업자 3곳의 영업 개시일을 늦춰줄 것을 건의했다""고 밝혔다.     규정상 신규면세점 사업자는 특허 취득 이후 1년 이내인 올해 12월까지 특허요건을 갖춰 영업을 시작해야 하지만, 업계에서는 개장 연기 필요성이 제기돼 왔다.    중국이 한반도 사드 배치와 관련해 한국 단체관광을 금지하면서 면세점 영업 환경이 급속도로 악화했기 때문이다.      당국도 신규면세점 개장 연기를 긍정적으로 검토 중이다.     관세청 관계자는 ""이르면 다음 달 말께 특허심사위원회에서 신규면세점 개장 연기 문제를 논의할 것""이라며 ""업체 측 요청을 최대한 반영하는 방향이 될 것""이라고 말했다.    앞서 관세청은 신규면세점 사업자가 요청할 경우 영업 개시 연기를 허용한다는 방침을 밝힌 바 있다.    관세청은 작년 12월 서울지역 면세점 3곳과 서울·부산·강원 지역의 중소·중견기업 사업장 3곳 등 총 6개 신규 사업자를 발표했다.    대기업 몫으로는 서울지역에서 현대백화점, 신세계, 롯데 등 3곳이 사업권을 따냈다.     중소·중견기업 면세점 사업권은 탑시티(서울), 부산면세점(부산), 알펜시아(강원) 등에 돌아갔다.    이 가운데 과거 영업하던 매장을 유지하고 있던 롯데면세점 월드타워점은 지난 1월 곧바로 운영을 시작했다.    알펜시아 면세점도 시험운영 중이며 다음 달 정식 개장 예정이다.    나머지 사업체들은 올 연말을 목표로 개장을 준비해왔다.지난달 국내면세점을 찾은 외국인 이용객은 99만8천명으로 메르스(중동호흡기증후군) 사태로 관광객이 급감했던 2015년 7월 이후 처음으로 100만명 밑으로 떨어졌다.     특히 3월 15일 중국의 한국 관광 금지령 시행으로 중국인 관광객이 급감했다.     지난달 15일 이후 주요 면세점의 중국인 고객 매출은 약 40% 급감한 것으로 알려졌다.     면세점업계 관계자는 ""시장이 안정될 때까지 신규면세점 개장이 연기되면 기존 면세점들에도 도움이 되고 신규 사업자들도 시장에 조기 안착할 여건이 마련될 것""이라며 ""재고관리비용 등에 대한 부담을 덜 수 있어 협력업체들도 윈윈할 수 있다""고 말했다.        면세점업계는 특허수수료율 인상과 관련해서는 헌법소원을 냈다.     롯데, 신라 등 주요 면세점 법인 9곳은 최근 한국면세점협회를 통해 헌법재판소에 관세법 시행규칙에 대한 효력정지가처분신청서와 헌법소원심판 청구서를 제출했다.    기획재정부가 지난해 12월 입법예고한 관세법 시행규칙 개정안에 따르면 면세점 특허수수료율은 현행 매출액 대비 0.05%에서 매출액 규모별 0.1∼1.0%로 최대 20배 인상된다.    정부는 지나치게 낮다는 지적이 제기돼온 면세점 특허수수료율을 올려 연간 수백억원 규모의 수수료 수입 중 절반을 관광부문에 재투자한다는 계획이다.    그러나 면세점업계는 현 상황을 충분히 반영하지 않은 과도한 인상이라며 반발하고 있다.     유행 트렌드 총집결 흥(클릭!)"
"박명수, 국내 최고층 롯데타워 외벽청소 도전",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=106&oid=008&aid=0003880734,"박명수.방송인 박명수가 국내 최고층 빌딩인 롯데월드타워에서 외벽 청소에 도전했다.30일 스타뉴스에 따르면 이날 오후 박명수는 MBC 예능프로그램 무한도전 촬영차 서울 송파구 신천동 롯데월드타워에서 외벽 청소를 했다.박명수의 모습을 담은 사진과 영상이 SNS를 통해 퍼지면서 알려졌다. 롯데월드타워는 123층 높이의 건물. 박명수는 높은 건물 외벽 청소에 힘겨워하는 모습이 포착돼 웃음과 안타까움을 동시에 자아냈다.한편, 박명수의 건물 외벽 청소 도전이 담길 무한도전의 방송 일정은 미정이다.[깊이있는 투자정보 TOM칼럼][트렌드 리더의 스타일 지침서 스타일M][빵빵한 차&레이싱걸] sjw@<저작권자 ⓒ 돈이 보이는 리얼타임 뉴스 머니투데이, 무단전재 및 재배포 금지>"
"아이콘, 컴백 후 첫 팬사인회 개최",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=106&oid=215&aid=0000552783,"아이콘이 팬사인회를 개최하며 팬들과 직접 만난다. 지난 22일 새 싱글 앨범 NEW KIDS : BEGIN으로 돌아온 아이콘이 오는 6월 3일 잠실 롯데월드몰 1층 아트리움, 4일 여의도 IFC몰 노스아트리움에서 컴백 후 첫 사인회를 개최한다. 팬사인회는 M2U 레코드 잠실 롯데월드몰에서는 5월 31일부터 6월 2일까지, 여의도 IFC몰 영풍문고 엠케이미디어에서는 6월 1일부터 6월 3일까지 앨범 구매자 중 추첨을 통해 진행된다. 앞서 아이콘은 인터뷰를 통해 ""그동안 저희를 기다려주신 많은 팬 분께 더 가까이, 더 자주 다가가고 싶은 마음""이라고 밝힌 바 있는데, 이번 주말 팬사인회를 시작으로 팬들과 직접 만나고 소통하는 특별한 시간을 지속적으로 가질 계획이다.  또 아이콘은 오는 3일 MBC 쇼! 음악중심, 4일 SBS 인기가요 등 음악방송과 다양한 예능 프로, 라디오 출연 등으로 활발한 활동을 이어갈 예정이다.  신작웹툰  보러가기                            한경TV와 카톡플러스 친구맺고 알짜정보 받기 ⓒ 한국경제TV, 무단 전재 및 재배포 금지"
"""더 자주 다가가고 싶다""…아이콘, 컴백 후 첫 팬사인회",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=106&oid=241&aid=0002677892,"아이콘이 팬사인회를 개최하며 팬들과 직접 만난다. 지난 22일 새 싱글 앨범 NEW KIDS : BEGIN으로 돌아온 아이콘이 오는 6월 3일 잠실 롯데월드몰 1층 아트리움, 4일 여의도 IFC몰 노스아트리움에서 컴백 후 첫 사인회를 개최한다. 팬사인회는 M2U 레코드 잠실 롯데월드몰에서는 5월 31일부터 6월 2일까지, 여의도 IFC몰 영풍문고 엠케이미디어에서는 6월 1일부터 6월 3일까지 앨범 구매자 중 추첨을 통해 진행된다. 앞서 아이콘은 인터뷰를 통해 ""그동안 저희를 기다려주신 많은 팬 분께 더 가까이, 더 자주 다가가고 싶은 마음""이라고 밝힌 바 있는데, 이번 주말 팬사인회를 시작으로 팬들과 직접 만나고 소통하는 특별한 시간을 지속적으로 가질 계획이다. 또 아이콘은 오는 3일 MBC 쇼! 음악중심, 4일 SBS 인기가요 등 음악방송과 다양한 예능 프로, 라디오 출연 등으로 활발한 활동을 이어갈 예정이다.일간스포츠 [] [트위터] [웨이보]ⓒ일간스포츠(http:isplus.joins.com) and JTBC Content Hub Co., Ltd. 무단 전재 및 재배포 금지"
"박명수, 고층빌딩 외벽 청소 포착..'무도' 촬영 중(공식)",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=106&oid=108&aid=0002618639,"/사진=스타뉴스방송인 박명수가 고층빌딩 외벽 청소에 도전했다.MBC 관계자는 30일 스타뉴스에 ""박명수가 오늘 무한도전 촬영을 했다. 다른 멤버들은 제외하고 박명수만 촬영한 것""이라고 밝혔다.박명수는 이날 오후 서울 송파구 신천동 롯데월드타워에서 외벽 청소에 도전했다. 이 같은 사실은 각종 SNS를 통해 사진과 영상이 공개돼 알려졌다. 롯데월드타워는 모두 123층 높이의 건물. 박명수는 높은 건물 외벽 청소에 힘겨워하는 모습이 포착돼 웃음과 안타까움을 동시에 자아냈다.한편 박명수의 건물 외벽 청소 도전이 담길 무한도전의 방송 일정은 미정이다. <저작권자 ⓒ ‘리얼타임 연예스포츠 속보,스타의 모든 것’ 스타뉴스, 무단전재 및 재배포 금지>"
[포토] 김태원 '청춘 합창단을 응원합니다',http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=106&oid=076&aid=0003100482,"영화 청춘 합창단-또 하나의 꿈의 특별시사회가 31일 오후 서울 롯데시네마 월드타워점에서 열렸다.시사회에 앞서 가수 김태원이 무대에 오르고 있다.청춘 합창단-또 하나의 꿈은 2011년 KBS 예능프로그램 남자의 자격에서 평균연령 65세 이상의 시니어들이 모여 만든 합창단원들의 탄생과 활동을 담아낸 작품이다.  / 2017.05.31.   ,"
시그니엘서울·아쿠아리움·서울스카이 전망대…한 번에 `완전 정복`하려면,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=009&aid=0003950282,"시그니엘서울 디럭스 객실[사진 제공 : 롯데호텔]롯데호텔의 최고급 호텔 브랜드 시그니엘서울은 다음달 한 달 동안 시그니엘서울에 숙박하면서 롯데월드타워의 아쿠아리움, 서울스카이 전망대를 한 번에 즐길 수 있는 롯데월드타워 스페셜 패키지를 선보인다고 30일 밝혔다.이 상품은 시그니엘서울 디럭스 객실 1박과 미쉐린 3스타 셰프 야닉 알레노의 레스토랑 스테이에서의 조식 2인이 공통으로 포함돼 있으며 서울 스카이 스페셜 패키지를 선택하면 5만원 상당의 서울 스카이 전망대 패스트 패스 입장권 2매와 기념품을 증정한다. 패스트 패스 입장권은 대기 없이 별도의 창구를 통해 즉시 입장할 수 있다.아쿠아리움 스페셜 패키지를 선택하면 아쿠아리움 2인 입장권을 증정한다. 두 패키지 모두 각각 50만원부터 예약할 수 있다. 5만원을 추가하면 서울스카이 전망대와 아쿠아리움을 모두 체험할 수 있는 더블 스페셜 패키지로 변경할 수 있다. 세금과 봉사료는 별도이다.롯데월드타워 스페셜 패키지 예약 시 롯데월드 아쿠아리움 메인 수조 체험다이빙 할인권, 롯데면세점 월드타워점LVVIP 라운지 이용권, 롯데콘서트홀 기획공연 20% 할인권 등이 포함된 롯데월드몰 스페셜 바우처도 준다.[][매일경제 공식 ] [오늘의 인기뉴스] [매경 프리미엄][ⓒ 매일경제 & mk.co.kr, 무단전재 및 재배포 금지]"
"[TV톡톡]‘무한도전’ 박명수, 63빌딩→롯데타워..초고층건물 마니아",http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=106&oid=109&aid=0003546844,"방송인 박명수가 롯데월드타워 외벽 청소를 마쳤다. 수많은 도전을 해온 그이지만 63빌딩 외벽 청소를 한 대 이어 또다시 123층 빌딩 외벽 청소에 나선 것은 흥미로운 일이다. ‘무도’ 예고편만으로는 박명수가 왜 초고층 빌딩에 올랐는지 정확히 알 수 없었다.30일 한 방송 관계자는 박명수가 빌딩에 오르는지 모르고 차를 타고 고층 빌딩 촬영에 임했다고 전했다. 이에 따르면 박명수는 벌칙이나 미리 약속된 것이 아닌 즉흥적인 미션이나 순간적인 판단으로 빌딩에 올랐을 것으로 예상한다.오는 6월 3일 예고편 영상에서 박명수는 겁에 질린 표정으로 유리벽을 내다보는 표정으로 웃음을 자아낸다. 박명수의 고층빌딩 등반과 함께 홍대 야외무대에서 펼쳐진 ‘무한 뉴스’, 하하의 마포 보안관 임명 등이 담겼다. 어떤 내용이 담길지 짐작할 수는 없기에 궁금증은 더욱 커지고 있다.‘무도’는 초고층 빌딩 방문은 벌써 세 번째. 2014년 ‘극한 알바’ 특집에서 63빌딩에 올랐고, 2016년 방송된 ‘행운의 편지’ 특집에서는 완공되지 않은 롯데타워에 박명수가 올라서 우체통을 설치하고 정준하고 그 편지함에 편지를 넣었다.사소한 행동에도 의미를 담는 ‘무도’이기에 이번 롯데월드타워 외벽 청소 역시도 단순히 오르는 것에 의미를 두지 않을 확률이 높다. 아니면 단순히 박명수의 입방정으로 초고층 빌딩에 올랐을 가능성도 충분히 있다.과연 박명수는 123층 초고층 빌딩 외벽청소에 어떻게 나서게 된 것일지 다음 달 3일에 방송될 ‘무도’에 관심이 쏠린다./[사진] 무도 방송화면 캡처"
‘사드 보복’에 신규면세점 개장 연기될 듯,http://news.naver.com/main/read.nhn?mode=LSD&mid=shm&sid1=101&oid=056&aid=0010462360,"중국의 사드 관련 보복성 조치의 여파로 서울 시내 신규 면세점 개장이 미뤄질 것으로 보인다. 한국면세점협회는 관세청에 서울 시내 신규면세점 개장 연기를 허용해달라고 지난주 공식 건의했다. 면세점협회 관계자는 31일 ""사드 보복 등으로 인해 사업 불확실성이 커짐에 따라 신세계디에프, 현대백화점면세점, 탑시티 등 신규 사업자 3곳의 영업 개시일을 늦춰줄 것을 건의했다""고 밝혔다. 규정상 신규면세점 사업자는 특허 취득 이후 1년 이내인 올해 12월까지 특허요건을 갖춰 영업을 시작해야 하지만, 업계에서는 개장 연기 필요성이 제기돼 왔다. 관세청 관계자는 ""이르면 다음 달 말께 특허심사위원회에서 신규면세점 개장 연기 문제를 논의할 것""이라며 ""업체 측 요청을 최대한 반영하는 방향이 될 것""이라고 말했다. 앞서 관세청은 신규면세점 사업자가 요청할 경우 영업 개시 연기를 허용한다는 방침을 밝힌 바 있다. 관세청은 지난해 12월 서울지역 면세점 3곳과 서울·부산·강원 지역의 중소·중견기업 사업장 3곳 등 총 6개 신규 사업자를 발표했다. 대기업 몫으로는 서울 지역에서 현대백화점, 신세계, 롯데 등 3곳이 사업권을 따냈다. 중소·중견기업 면세점 사업권은 탑시티(서울), 부산면세점(부산), 알펜시아(강원) 등에 돌아갔다. 이 가운데 과거 영업하던 매장을 유지하고 있던 롯데면세점 월드타워점은 지난 1월 곧바로 운영을 시작했다. 알펜시아 면세점도 시험운영을 시작하고 다음 달 정식 개장 예정이지만 나머지 사업체들은 올 연말을 목표로 개장을 준비해왔다. 지난달 국내면세점을 찾은 외국인 이용객은 99만8천명으로 메르스(중동호흡기증후군) 사태로 관광객이 급감했던 2015년 7월 이후 처음으로 100만명 밑으로 떨어졌다. 특히 3월 15일 중국의 한국 관광 금지령 시행으로 중국인 관광객이 급감했다. () [저작권자ⓒ KBS 무단복제-재배포 금지]"
