"city","state","timezone"
"Tomnolen","MS","CST"
"Toomsuba","MS","CST"
"Tutwiler","MS","CST"
"Van Vleet","MS","CST"
"Vardaman","MS","CST"
"Vicksburg","MS","CST"
"Waveland","MS","CST"
"White Apple","MS","CST"
"Wingate","MS","CST"
"Wren","MS","CST"
"Yazoo City","MS","CST"
"Afton","MO","CST"
"Alba","MO","CST"
"Alley Spring","MO","CST"
"Anniston","MO","CST"
"Archie","MO","CST"
"Arnold","MO","CST"
"Arrow Rock","MO","CST"
"Auxvasse","MO","CST"
"Ava","MO","CST"
"Avilla","MO","CST"
"Babbtown","MO","CST"
"Bado","MO","CST"
"Battlefield","MO","CST"
"Bearcreek","MO","CST"
"Belton","MO","CST"
"Bendavis","MO","CST"
"Benton","MO","CST"
"Bernie","MO","CST"
"Birch Tree","MO","CST"
"Black Jack","MO","CST"
"Blue Springs","MO","CST"
"Bois D'Arc","MO","CST"
"Bosworth","MO","CST"
"Bourbon","MO","CST"
"Brandsville","MO","CST"
"Breckenridge Hills","MO","CST"
"Bunker","MO","CST"
"Cabool","MO","CST"
"Calhoun","MO","CST"
"Cape Girardeau","MO","CST"
"Chamois","MO","CST"
"Chesterfield","MO","CST"
"Chilhowee","MO","CST"
"Clarkson Valley","MO","CST"
"Clarence","MO","CST"
"Climax Springs","MO","CST"
"Concordia","MO","CST"
"Cooter","MO","CST"
"Crescent","MO","CST"
"Crestwood","MO","CST"
"Creve Coeur","MO","CST"
"Cyrene","MO","CST"
"Des Peres","MO","CST"
"Diamond","MO","CST"
"Doe Run","MO","CST"
"Doniphan","MO","CST"
"Doolittle","MO","CST"
"Dunn","MO","CST"
"Dutchtown","MO","CST"
"Ellisville","MO","CST"
"Eminence","MO","CST"
"Emma","MO","CST"
"Farber","MO","CST"
"Fenton","MO","CST"
"Ferguson","MO","CST"
"Festus","MO","CST"
"Florissant","MO","CST"
"Foley","MO","CST"
"Freistatt","MO","CST"
"Gatewood","MO","CST"
"Gerald","MO","CST"
"Gladstone","MO","CST"
"Glenallen","MO","CST"
"Goldsberry","MO","CST"
"Grandview","MO","CST"
"Gray Summit","MO","CST"
"Greenwood","MO","CST"
"Hannibal","MO","CST"
"Hartshorn","MO","CST"
"Hawk Point","MO","CST"
"Hazelgreen","MO","CST"
"Hazelwood","MO","CST"
"Higbee","MO","CST"
"Highlandville","MO","CST"
"Hocomo","MO","CST"
"Holts Summit","MO","CST"
"Houstonia","MO","CST"
"Hurricane Deck","MO","CST"
"Hutton Valley","MO","CST"
"Independence","MO","CST"
"Irondale","MO","CST"
"Jadwin","MO","CST"
"Jefferson City","MO","CST"
"Jennings","MO","CST"
"Joplin","MO","CST"
"Kansas City","MO","CST"
"Kendricktown","MO","CST"
"Kennett","MO","CST"
"Kimberling City","MO","CST"
"Kinloch","MO","CST"
"Kirksville","MO","CST"
"Kirkwood","MO","CST"
"Knob Noster","MO","CST"
"Koeltztown","MO","CST"
"Koshkonong","MO","CST"
"La Due","MO","CST"
"La Monte","MO","CST"
"Lake Lotawana","MO","CST"
"Lake Mykee","MO","CST"
"Lake Ozark","MO","CST"
"Lake Winnebago","MO","CST"
"Lee's Summit","MO","CST"
"Leopold","MO","CST"
"Loose Creek","MO","CST"
"Lupus","MO","CST"
"Marble Hill","MO","CST"
"Maryland Heights","MO","CST"
"McFall","MO","CST"
"Mine La Motte","MO","CST"
"Moberly","MO","CST"
"Mokane","MO","CST"
"Moody","MO","CST"
"Napton","MO","CST"
"New Madrid","MO","CST"
"Nixa","MO","CST"
"Normandy","MO","CST"
"Northwoods","MO","CST"
"Novelty","MO","CST"
"O'Fallon","MO","CST"
"Olden","MO","CST"
"Olivette","MO","CST"
"Olney","MO","CST"
"Overland","MO","CST"
"Owls Bend","MO","CST"
"Oxly","MO","CST"
"Pagedale","MO","CST"
"Peace Valley","MO","CST"
"Pine Lawn","MO","CST"
"Pocahontas","MO","CST"
"Ponce de Leon","MO","CST"
"Pottersville","MO","CST"
"Purdin","MO","CST"
"Puxico","MO","CST"
"Raymore","MO","CST"
"Raytown","MO","CST"
"Redford","MO","CST"
"Renick","MO","CST"
"Rocky Comfort","MO","CST"
"Rolla","MO","CST"
"Romance","MO","CST"
"Rombauer","MO","CST"
"Rover","MO","CST"
"Sarcoxie","MO","CST"
"Sedalia","MO","CST"
"Shannondale","MO","CST"
"Shawnee Mound","MO","CST"
"Shelbina","MO","CST"
"Shell Knob","MO","CST"
"Shrewsbury","MO","CST"
"Siloam Springs","MO","CST"
"Sleeper","MO","CST"
"South Fork","MO","CST"
"Spanish Lake","MO","CST"
"Springfield","MO","CST"
"St. Ann","MO","CST"
"St. Anthony","MO","CST"
"St. Charles","MO","CST"
"St. Clair","MO","CST"
"St. Clement","MO","CST"
"St. Elizabeth","MO","CST"
"St. James","MO","CST"
"St. John","MO","CST"
"St. Joseph","MO","CST"
"St. Louis","MO","CST"
"St. Peters","MO","CST"
"St. Thomas","MO","CST"
"Stanberry","MO","CST"
"Steedman","MO","CST"
"Stotts City","MO","CST"
"Stoutland","MO","CST"
"Sugar Creek","MO","CST"
"Sugar Lake","MO","CST"
"Sunset Hills","MO","CST"
"Tarkio","MO","CST"
"Tebbetts","MO","CST"
"Thayer","MO","CST"
"Times Beach","MO","CST"
"Unity Village","MO","CST"
"Vandalia","MO","CST"
"Vichy","MO","CST"
"Vida","MO","CST"
"Wakenda","MO","CST"
"Walnut Shade","MO","CST"
"Wappapello","MO","CST"
"Weldon Spring","MO","CST"
"Wellston","MO","CST"
"West Eminence","MO","CST"
"West Plains","MO","CST"
"White Church","MO","CST"
"Willow Springs","MO","CST"
"Winigan","MO","CST"
"Woodson Terrace","MO","CST"
"Zalma","MO","CST"
"Adams","NE","CST"
"Alda","NE","CST"
"Alvo","NE","CST"
"Axtell","NE","CST"
"Ayr","NE","CST"
"Bancroft","NE","CST"
"Barada","NE","CST"
"Beatrice","NE","CST"
"Beaver Crossing","NE","CST"
"Beemer","NE","CST"
"Belden","NE","CST"
"Bennet","NE","CST"
"Bladen","NE","CST"
"Blue Hill","NE","CST"
"Blue Springs","NE","CST"
"Boelus","NE","CST"
"Bow Valley","NE","CST"
"Boys Town","NE","CST"
"Bradshaw","NE","CST"
"Broken Bow","NE","CST"
"Bruno","NE","CST"
"Burwell","NE","CST"
"Cedar Bluffs","NE","CST"
"Center","NE","CST"
"Central City","NE","CST"
"Ceresco","NE","CST"
"Clatonia","NE","CST"
"Clay Center","NE","CST"
"Coleridge","NE","CST"
"Columbus","NE","CST"
"Cornlea","NE","CST"
"Cortland","NE","CST"
"Cowles","NE","CST"
"Crab Orchard","NE","CST"
"Dannebrog","NE","CST"
"David City","NE","CST"
"Daykin","NE","CST"
"Deshler","NE","CST"
"Deweese","NE","CST"
"Diller","NE","CST"
"Dodge","NE","CST"
"Doniphan","NE","CST"
"Elkhorn","NE","CST"
"Exeter","NE","CST"
"Falls City","NE","CST"
"Fordyce","NE","CST"
"Fort Calhoun","NE","CST"
"Fremont","NE","CST"
"Funk","NE","CST"
"Goehner","NE","CST"
"Grand Island","NE","CST"
"Gretna","NE","CST"
"Guide Rock","NE","CST"
"Hallam","NE","CST"
"Harbine","NE","CST"
"Hastings","NE","CST"
"Hickman","NE","CST"
"Holdrege","NE","CST"
"Hordville","NE","CST"
"Howells","NE","CST"
"Inland","NE","CST"
"Inman","NE","CST"
"Kearney","NE","CST"
"La Vista","NE","CST"
"Lincoln","NE","CST"
"Macy","NE","CST"
"Malmo","NE","CST"
"Martell","NE","CST"
"Martinsburg","NE","CST"
"Maskell","NE","CST"
"McCool Junction","NE","CST"
"Milligan","NE","CST"
"Morse Bluff","NE","CST"
"Naponee","NE","CST"
"Nebraska City","NE","CST"
"Nehawka","NE","CST"
"Neligh","NE","CST"
"Newman Grove","NE","CST"
"Nickerson","NE","CST"
"Norfolk","NE","CST"
"Obert","NE","CST"
"Octavia","NE","CST"
"Ohiowa","NE","CST"
"Omaha","NE","CST"
"O'Neill","NE","CST"
"Ong","NE","CST"
"Ord","NE","CST"
"Osmond","NE","CST"
"Otoe","NE","CST"
"Palmyra","NE","CST"
"Papillion","NE","CST"
"Pawnee City","NE","CST"
"Pender","NE","CST"
"Pilger","NE","CST"
"Platte Center","NE","CST"
"Plattsmouth","NE","CST"
"Ponca","NE","CST"
"Preston","NE","CST"
"Primrose","NE","CST"
"Raeville","NE","CST"
"Ralston","NE","CST"
"Ravenna","NE","CST"
"Red Cloud","NE","CST"
"Republican City","NE","CST"
"Rising City","NE","CST"
"Roca","NE","CST"
"Rulo","NE","CST"
"Saronville","NE","CST"
"Schuyler","NE","CST"
"Scotia","NE","CST"
"Scribner","NE","CST"
"Seward","NE","CST"
"Shickley","NE","CST"
"Sholes","NE","CST"
"Shubert","NE","CST"
"St. Edward","NE","CST"
"Steinauer","NE","CST"
"Strang","NE","CST"
"Stromsburg","NE","CST"
"Surprise","NE","CST"
"Table Rock","NE","CST"
"Tamora","NE","CST"
"Tarnov","NE","CST"
"Tecumseh","NE","CST"
"Tobias","NE","CST"
"Trumbull","NE","CST"
"Uehling","NE","CST"
"Ulysses","NE","CST"
"Unadilla","NE","CST"
"Valparaiso","NE","CST"
"Verdigre","NE","CST"
"Wahoo","NE","CST"
"Walthill","NE","CST"
"Wausa","NE","CST"
"Wayne","NE","CST"
"Weeping Water","NE","CST"
"West Point","NE","CST"
"Winnebago","NE","CST"
"Winnetoon","NE","CST"
"Winside","NE","CST"
"Wisner","NE","CST"
"Wolbach","NE","CST"
"Wood River","NE","CST"
"Wynot","NE","CST"
"Yutan","NE","CST"
"Abercrombie","ND","CST"
"Absaraka","ND","CST"
"Adams","ND","CST"
"Adrian","ND","CST"
"Alice","ND","CST"
"Amenia","ND","CST"
"Anamoose","ND","CST"
"Aneta","ND","CST"
"Anselm","ND","CST"
"Ardoch","ND","CST"
"Argusville","ND","CST"
"Arthur","ND","CST"
"Arvilla","ND","CST"
"Ashley","ND","CST"
"Ayr","ND","CST"
"Balfour","ND","CST"
"Bantry","ND","CST"
"Barlow","ND","CST"
"Bathgate","ND","CST"
"Belcourt","ND","CST"
"Bisbee","ND","CST"
"Bismarck","ND","CST"
"Blaisdell","ND","CST"
"Blanchard","ND","CST"
"Bordulac","ND","CST"
"Bottineau","ND","CST"
"Bowbells","ND","CST"
"Bowesmont","ND","CST"
"Brantford","ND","CST"
"Bremen","ND","CST"
"Briarwood","ND","CST"
"Brinsmade","ND","CST"
"Brocket","ND","CST"
"Buchanan","ND","CST"
"Buffalo","ND","CST"
"Buxton","ND","CST"
"Caledonia","ND","CST"
"Calio","ND","CST"
"Cando","ND","CST"
"Carrington","ND","CST"
"Casselton","ND","CST"
"Cavalier","ND","CST"
"Chaffee","ND","CST"
"Christine","ND","CST"
"Churchs Ferry","ND","CST"
"Clifford","ND","CST"
"Colgate","ND","CST"
"Cooperstown","ND","CST"
"Crystal Springs","ND","CST"
"Cummings","ND","CST"
"Davenport","ND","CST"
"Des Lacs","ND","CST"
"Devils Lake","ND","CST"
"Dickey","ND","CST"
"Donnybrook","ND","CST"
"Drake","ND","CST"
"Drayton","ND","CST"
"Dunseith","ND","CST"
"Durbin","ND","CST"
"Edgeley","ND","CST"
"Edinburg","ND","CST"
"Ellendale","ND","CST"
"Embden","ND","CST"
"Emerado","ND","CST"
"Emrick","ND","CST"
"Enderlin","ND","CST"
"Erie","ND","CST"
"Fargo","ND","CST"
"Fessenden","ND","CST"
"Finley","ND","CST"
"Forman","ND","CST"
"Fort Totten","ND","CST"
"Foxholm","ND","CST"
"Fredonia","ND","CST"
"Frontier","ND","CST"
"Gackle","ND","CST"
"Galesburg","ND","CST"
"Gardner","ND","CST"
"Garske","ND","CST"
"Gilby","ND","CST"
"Glasston","ND","CST"
"Glenfield","ND","CST"
"Goodrich","ND","CST"
"Grace City","ND","CST"
"Grafton","ND","CST"
"Grand Forks","ND","CST"
"Grandin","ND","CST"
"Gwinner","ND","CST"
"Hankinson","ND","CST"
"Hannaford","ND","CST"
"Harvey","ND","CST"
"Harwood","ND","CST"
"Hatton","ND","CST"
"Heaton","ND","CST"
"Hickson","ND","CST"
"Hillsboro","ND","CST"
"Honeyford","ND","CST"
"Hoople","ND","CST"
"Hope","ND","CST"
"Horace","ND","CST"
"Hunter","ND","CST"
"Inkster","ND","CST"
"Jamestown","ND","CST"
"Johnstown","ND","CST"
"Juanita","ND","CST"
"Jud","ND","CST"
"Karlsruhe","ND","CST"
"Kelso","ND","CST"
"Kempton","ND","CST"
"Kenaston","ND","CST"
"Kenmare","ND","CST"
"Kensal","ND","CST"
"Kief","ND","CST"
"Kindred","ND","CST"
"Kramer","ND","CST"
"Kulm","ND","CST"
"Lake Williams","ND","CST"
"Lakota","ND","CST"
"LaMoure","ND","CST"
"Landa","ND","CST"
"Langdon","ND","CST"
"Larimore","ND","CST"
"Leonard","ND","CST"
"Lidgerwood","ND","CST"
"Lisbon","ND","CST"
"Lostwood","ND","CST"
"Luverne","ND","CST"
"Lynchburg","ND","CST"
"Maddock","ND","CST"
"Manvel","ND","CST"
"Mapleton","ND","CST"
"Maxbass","ND","CST"
"Mayville","ND","CST"
"Maza","ND","CST"
"McCanna","ND","CST"
"McClusky","ND","CST"
"Medina","ND","CST"
"Mekinock","ND","CST"
"Merricourt","ND","CST"
"Millarton","ND","CST"
"Milnor","ND","CST"
"Minnewaukan","ND","CST"
"Minot","ND","CST"
"Minto","ND","CST"
"Mohall","ND","CST"
"Monango","ND","CST"
"Napoleon","ND","CST"
"Nekoma","ND","CST"
"New Rockford","ND","CST"
"Niobe","ND","CST"
"Northwood","ND","CST"
"Oakes","ND","CST"
"Oberon","ND","CST"
"Omemee","ND","CST"
"Oriska","ND","CST"
"Orr","ND","CST"
"Osnabrock","ND","CST"
"Oxbow","ND","CST"
"Page","ND","CST"
"Park River","ND","CST"
"Pembina","ND","CST"
"Pingree","ND","CST"
"Portland","ND","CST"
"Prairie Rose","ND","CST"
"Prosper","ND","CST"
"Reiles Acres","ND","CST"
"Reynolds","ND","CST"
"Rolette","ND","CST"
"Rolla","ND","CST"
"Rugby","ND","CST"
"San Haven","ND","CST"
"Sarles","ND","CST"
"Sharon","ND","CST"
"Spiritwood","ND","CST"
"Spiritwood Lake","ND","CST"
"Starkweather","ND","CST"
"Steele","ND","CST"
"Streeter","ND","CST"
"Sykeston","ND","CST"
"Tagus","ND","CST"
"Tappen","ND","CST"
"Thompson","ND","CST"
"Tolna","ND","CST"
"Tower City","ND","CST"
"Towner","ND","CST"
"Valley City","ND","CST"
"Velva","ND","CST"
"Voltaire","ND","CST"
"Wahpeton","ND","CST"
"Walcott","ND","CST"
"Wales","ND","CST"
"Walhalla","ND","CST"
"West Fargo","ND","CST"
"Westhope","ND","CST"
"Wheatland","ND","CST"
"White Earth","ND","CST"
"Wild Rice","ND","CST"
"Williston","ND","CST"
"Wing","ND","CST"
"Wishek","ND","CST"
"Wolseth","ND","CST"
"Wyndmere","ND","CST"
"York","ND","CST"
"Ypsilanti","ND","CST"
"Adair","OK","CST"
"Adamson","OK","CST"
"Addington","OK","CST"
"Afton","OK","CST"
"Alderson","OK","CST"
"Alfalfa","OK","CST"
"Ames","OK","CST"
"Apache","OK","CST"
"Arapaho","OK","CST"
"Ardmore","OK","CST"
"Arnett","OK","CST"
"Balko","OK","CST"
"Bartlesville","OK","CST"
"Bennington","OK","CST"
"Bixby","OK","CST"
"Blackburn","OK","CST"
"Blocker","OK","CST"
"Boswell","OK","CST"
"Broken Arrow","OK","CST"
"Broken Bow","OK","CST"
"Cherokee","OK","CST"
"Claremore","OK","CST"
"Coalgate","OK","CST"
"Comanche","OK","CST"
"Cookietown","OK","CST"
"Cushing","OK","CST"
"Daisy","OK","CST"
"Darwin","OK","CST"
"Dear Creek","OK","CST"
"Disney","OK","CST"
"Duke","OK","CST"
"Duncan","OK","CST"
"Durant","OK","CST"
"Eagletown","OK","CST"
"Elk City","OK","CST"
"Garber","OK","CST"
"Geronimo","OK","CST"
"Goodwater","OK","CST"
"Goodwell","OK","CST"
"Hendrix","OK","CST"
"Hennessey","OK","CST"
"Isabella","OK","CST"
"Jennings","OK","CST"
"Kendrick","OK","CST"
"Lawton","OK","CST"
"Magnum","OK","CST"
"Milburn","OK","CST"
"Mountain View","OK","CST"
"Mustang","OK","CST"
"Newkirk","OK","CST"
"Norman","OK","CST"
"Oklahoma City","OK","CST"
"Olive","OK","CST"
"Oscar","OK","CST"
"Perkins","OK","CST"
"Perry","OK","CST"
"Pickens","OK","CST"
"Quinton","OK","CST"
"Rattan","OK","CST"
"Reagan","OK","CST"
"Redbird","OK","CST"
"Redrock","OK","CST"
"Ringling","OK","CST"
"Rocky","OK","CST"
"Rush Springs","OK","CST"
"Sand Springs","OK","CST"
"Seminole","OK","CST"
"Sentinel","OK","CST"
"Shady Point","OK","CST"
"Shamrock","OK","CST"
"Soper","OK","CST"
"Stillwater","OK","CST"
"Tulsa","OK","CST"
"Turpin","OK","CST"
"Tuttle","OK","CST"
"Valley Brook","OK","CST"
"Weatherford","OK","CST"
"Welling","OK","CST"
"Wildcat","OK","CST"
"Woodward","OK","CST"
"Yeager","OK","CST"
"Aberdeen","SD","CST"
"Agar","SD","CST"
"Alcester","SD","CST"
"Alexandria","SD","CST"
"Alpena","SD","CST"
"Argonne","SD","CST"
"Armour","SD","CST"
"Artesian","SD","CST"
"Ashton","SD","CST"
"Avon","SD","CST"
"Bath","SD","CST"
"Barnard","SD","CST"
"Bemis","SD","CST"
"Beresford","SD","CST"
"Betts","SD","CST"
"Big Springs","SD","CST"
"Bijou Hills","SD","CST"
"Bonesteel","SD","CST"
"Bonilla","SD","CST"
"Bradley","SD","CST"
"Brandon","SD","CST"
"Brandt","SD","CST"
"Britton","SD","CST"
"Broadland","SD","CST"
"Brookings","SD","CST"
"Bryant","SD","CST"
"Bushnell","SD","CST"
"Canistota","SD","CST"
"Canova","SD","CST"
"Carthage","SD","CST"
"Castlewood","SD","CST"
"Center Point","SD","CST"
"Chamberlain","SD","CST"
"Claire City","SD","CST"
"Clear Lake","SD","CST"
"Clearfield","SD","CST"
"Corsica","SD","CST"
"Crandall","SD","CST"
"Cresbard","SD","CST"
"Crocker","SD","CST"
"Crow Lake","SD","CST"
"Cuthbert","SD","CST"
"Dante","SD","CST"
"De Smet","SD","CST"
"Dell Rapids","SD","CST"
"Dempster","SD","CST"
"Dimock","SD","CST"
"Doland","SD","CST"
"Eden","SD","CST"
"Elk Point","SD","CST"
"Emery","SD","CST"
"Epiphany","SD","CST"
"Esmond","SD","CST"
"Estelline","SD","CST"
"Faulkton","SD","CST"
"Fedora","SD","CST"
"Flandreau","SD","CST"
"Forestburg","SD","CST"
"Fort Thompson","SD","CST"
"Freeman","SD","CST"
"Fulton","SD","CST"
"Garretson","SD","CST"
"Gayville","SD","CST"
"Gettysburg","SD","CST"
"Goodwin","SD","CST"
"Hammer","SD","CST"
"Hecla","SD","CST"
"Hetland","SD","CST"
"Highmore","SD","CST"
"Hillhead","SD","CST"
"Hitchcock","SD","CST"
"Holabird","SD","CST"
"Holmquist","SD","CST"
"Hosmer","SD","CST"
"Hub City","SD","CST"
"Hurley","SD","CST"
"Huron","SD","CST"
"Ideal","SD","CST"
"Iroquois","SD","CST"
"Java","SD","CST"
"Jefferson","SD","CST"
"Joubert","SD","CST"
"Junction City","SD","CST"
"Kennebec","SD","CST"
"Keyapaha","SD","CST"
"Kidder","SD","CST"
"Kimball","SD","CST"
"Kingsburg","SD","CST"
"Kranzburg","SD","CST"
"LaBolt","SD","CST"
"Lake Andes","SD","CST"
"Lake City","SD","CST"
"Lake Norden","SD","CST"
"Lake Preston","SD","CST"
"Langford","SD","CST"
"Lesterville","SD","CST"
"Letcher","SD","CST"
"Lily","SD","CST"
"Lone Tree","SD","CST"
"Long Lake","SD","CST"
"Loomis","SD","CST"
"Lower Brule","SD","CST"
"Loyalton","SD","CST"
"Macs Corner","SD","CST"
"Madison","SD","CST"
"Marty","SD","CST"
"Marvin","SD","CST"
"Meckling","SD","CST"
"Mellette","SD","CST"
"Milbank","SD","CST"
"Mina","SD","CST"
"Miranda","SD","CST"
"Mission Hill","SD","CST"
"Montrose","SD","CST"
"Morningside","SD","CST"
"New Effington","SD","CST"
"New Holland","SD","CST"
"Norbeck","SD","CST"
"Northville","SD","CST"
"Nunda","SD","CST"
"Oacoma","SD","CST"
"Oldham","SD","CST"
"Olivet","SD","CST"
"Ordway","SD","CST"
"Orient","SD","CST"
"Ortley","SD","CST"
"Osceola","SD","CST"
"Parkston","SD","CST"
"Peever","SD","CST"
"Pickstown","SD","CST"
"Pierpont","SD","CST"
"Plankinton","SD","CST"
"Polo","SD","CST"
"Presho","SD","CST"
"Pukwana","SD","CST"
"Putney","SD","CST"
"Ramona","SD","CST"
"Ravinia","SD","CST"
"Redfield","SD","CST"
"Ree Heights","SD","CST"
"Reliance","SD","CST"
"Renner","SD","CST"
"Revillo","SD","CST"
"Richland","SD","CST"
"Rockham","SD","CST"
"Roscoe","SD","CST"
"Rosholt","SD","CST"
"Shindler","SD","CST"
"Sioux Falls","SD","CST"
"Sisseton","SD","CST"
"South Shore","SD","CST"
"Spencer","SD","CST"
"Spink","SD","CST"
"Stanley Corner","SD","CST"
"Stickney","SD","CST"
"Storla","SD","CST"
"Strandburg","SD","CST"
"Sunnyview","SD","CST"
"Tacoma Park","SD","CST"
"Tea","SD","CST"
"Tolstoy","SD","CST"
"Trent","SD","CST"
"Tripp","SD","CST"
"Turkey Ridge","SD","CST"
"Turton","SD","CST"
"Twin Brooks","SD","CST"
"Tyndall","SD","CST"
"Unityville","SD","CST"
"Vayland","SD","CST"
"Veblen","SD","CST"
"Vermillion","SD","CST"
"Viborg","SD","CST"
"Volga","SD","CST"
"Wagner","SD","CST"
"Wakonda","SD","CST"
"Waubay","SD","CST"
"Webster","SD","CST"
"Wecota","SD","CST"
"Wentworth","SD","CST"
"Wessington","SD","CST"
"Westport","SD","CST"
"Wetonka","SD","CST"
"Wewela","SD","CST"
"White","SD","CST"
"White Lake","SD","CST"
"White Rock","SD","CST"
"Willow Lake","SD","CST"
"Wilmot","SD","CST"
"Winfred","SD","CST"
"Winner","SD","CST"
"Witten","SD","CST"
"Wolsey","SD","CST"
"Woonsocket","SD","CST"
"Yale","SD","CST"
"Yankton","SD","CST"
"Zell","SD","CST"
"Adamsville","TN","CST"
"Allisona","TN","CST"
"Ashland City","TN","CST"
"Atoka","TN","CST"
"Bath Springs","TN","CST"
"Bells","TN","CST"
"Bogota","TN","CST"
"Bolivar","TN","CST"
"Bon Aqua","TN","CST"
"Bordeaux","TN","CST"
"Brighton","TN","CST"
"Brownsville","TN","CST"
"Bruceton","TN","CST"
"Burlison","TN","CST"
"Burns","TN","CST"
"Camden","TN","CST"
"Capleville","TN","CST"
"Castalian Springs","TN","CST"
"Centerville","TN","CST"
"Clarksville","TN","CST"
"Collierville","TN","CST"
"Collinwood","TN","CST"
"Como","TN","CST"
"Cottontown","TN","CST"
"Covington","TN","CST"
"Crump","TN","CST"
"Culleoka","TN","CST"
"Dancyville","TN","CST"
"Darden","TN","CST"
"Decaturville","TN","CST"
"Dyer","TN","CST"
"Dyersburg","TN","CST"
"Eads","TN","CST"
"Eagleville","TN","CST"
"Ellendale","TN","CST"
"Enville","TN","CST"
"Erin","TN","CST"
"Ethridge","TN","CST"
"Finger","TN","CST"
"Fisherville","TN","CST"
"Flatwoods","TN","CST"
"Frankewing","TN","CST"
"Fruitvale","TN","CST"
"Gallatin","TN","CST"
"Gallaway","TN","CST"
"Gleason","TN","CST"
"Goodlettsville","TN","CST"
"Goodspring","TN","CST"
"Gordonsburg","TN","CST"
"Greenfield","TN","CST"
"Henryville","TN","CST"
"Hermitage","TN","CST"
"Hickory Withe","TN","CST"
"Hohenwald","TN","CST"
"Hollow Rock","TN","CST"
"Hornbeak","TN","CST"
"Hornsby","TN","CST"
"Huntingdon","TN","CST"
"Hurricane Mills","TN","CST"
"Indian Mound","TN","CST"
"Iron City","TN","CST"
"Jacks Creek","TN","CST"
"Jackson","TN","CST"
"Joelton","TN","CST"
"Kenton","TN","CST"
"Kimmins","TN","CST"
"Kingston Springs","TN","CST"
"Laconia","TN","CST"
"Lascassas","TN","CST"
"Lavinia","TN","CST"
"Lawrenceburg","TN","CST"
"Leach","TN","CST"
"Leapwood","TN","CST"
"Leipers Fork","TN","CST"
"Leoma","TN","CST"
"Lewisburg","TN","CST"
"Lexington","TN","CST"
"Linden","TN","CST"
"Lobelville","TN","CST"
"Loretto","TN","CST"
"Lutts","TN","CST"
"Lynnville","TN","CST"
"Maury City","TN","CST"
"McEwen","TN","CST"
"McKenzie","TN","CST"
"McLemoresville","TN","CST"
"McNairy","TN","CST"
"Medon","TN","CST"
"Memphis","TN","CST"
"Mifflin","TN","CST"
"Milledgeville","TN","CST"
"Millington","TN","CST"
"Miston","TN","CST"
"Morris Chapel","TN","CST"
"Nashville","TN","CST"
"New Johnsonville","TN","CST"
"Newbern","TN","CST"
"Nolensville","TN","CST"
"Nunnelly","TN","CST"
"Nutbush","TN","CST"
"Oak Hill","TN","CST"
"Obion","TN","CST"
"Olivehill","TN","CST"
"Only","TN","CST"
"Palmersville","TN","CST"
"Palmyra","TN","CST"
"Paris","TN","CST"
"Parsons","TN","CST"
"Pegram","TN","CST"
"Primm Springs","TN","CST"
"Pulaski","TN","CST"
"Puryear","TN","CST"
"Ridgely","TN","CST"
"Ripley","TN","CST"
"Rives","TN","CST"
"Rosemark","TN","CST"
"Rosser","TN","CST"
"Rutherford","TN","CST"
"Saltillo","TN","CST"
"Samburg","TN","CST"
"Sardis","TN","CST"
"Scotts Hill","TN","CST"
"Selmer","TN","CST"
"Skullbone","TN","CST"
"Slayden","TN","CST"
"Somerville","TN","CST"
"St. Bethlehem","TN","CST"
"St. Joseph","TN","CST"
"Stantonville","TN","CST"
"Sugar Tree","TN","CST"
"Tennessee Ridge","TN","CST"
"Tigrett","TN","CST"
"Toone","TN","CST"
"Trezevant","TN","CST"
"Trimble","TN","CST"
"Troy","TN","CST"
"Union City","TN","CST"
"Vanleer","TN","CST"
"Waverly","TN","CST"
"Waynesboro","TN","CST"
"Westpoint","TN","CST"
"White Bluff","TN","CST"
"Whitehaven","TN","CST"
"White House","TN","CST"
"Whites Creek","TN","CST"
"Whiteville","TN","CST"
"Wildersville","TN","CST"
"Woodlawn","TN","CST"
"Abernathy","TX","CST"
"Abilene","TX","CST"
"Alamo","TX","CST"
"Alice","TX","CST"
"Alta Loma","TX","CST"
"Amarillo","TX","CST"
"Andrews","TX","CST"
"Anton","TX","CST"
"Archer City","TX","CST"
"Armstrong","TX","CST"
"Austin","TX","CST"
"Bandera","TX","CST"
"Barrett","TX","CST"
"Bartlett","TX","CST"
"Bay City","TX","CST"
"Baytown","TX","CST"
"Beaumont","TX","CST"
"Bedford","TX","CST"
"Bellaire","TX","CST"
"Benjamin","TX","CST"
"Big Lake","TX","CST"
"Big Spring","TX","CST"
"Brownsville","TX","CST"
"Brownwood","TX","CST"
"Canyon","TX","CST"
"Cisco","TX","CST"
"Claude","TX","CST"
"Clute","TX","CST"
"Cockrell Hill","TX","CST"
"Corpus Christi","TX","CST"
"Corrigan","TX","CST"
"Crane","TX","CST"
"Dallas","TX","CST"
"Del Rio","TX","CST"
"Denton","TX","CST"
"Dilley","TX","CST"
"Donna","TX","CST"
"Driscoll","TX","CST"
"Dumas","TX","CST"
"Eastland","TX","CST"
"El Campo","TX","CST"
"Emory","TX","CST"
"Ennis","TX","CST"
"Farmersville","TX","CST"
"Ferris","TX","CST"
"Fort Worth","TX","CST"
"Frisco","TX","CST"
"Galveston","TX","CST"
"Gilmer","TX","CST"
"Gonzales","TX","CST"
"Grand Prairie","TX","CST"
