"기준일","요일","성별","연령대","시도","시군구","읍면동","업종","통화건수"
"20161101","화","남","50대","서울특별시","강서구","화곡동","치킨","25"
"20161101","화","남","50대","서울특별시","강서구","방화동","치킨","7"
"20161101","화","남","10대","서울특별시","강서구","가양동","치킨","5"
"20161101","화","남","60대이상","서울특별시","강서구","화곡동","치킨","5"
"20161101","화","남","60대이상","서울특별시","강서구","방화동","치킨","5"
"20161101","화","남","10대","서울특별시","강서구","외발산동","치킨","5"
"20161101","화","여","40대","서울특별시","강서구","등촌동","치킨","30"
"20161101","화","남","10대","서울특별시","강서구","내발산동","치킨","12"
"20161101","화","남","50대","서울특별시","강서구","염창동","치킨","5"
"20161101","화","남","20대","서울특별시","강서구","방화동","치킨","19"
"20161101","화","남","20대","서울특별시","강서구","화곡동","치킨","44"
"20161101","화","여","60대이상","서울특별시","강서구","내발산동","치킨","10"
"20161101","화","여","20대","서울특별시","강서구","가양동","치킨","10"
"20161101","화","여","50대","서울특별시","강서구","내발산동","치킨","21"
"20161101","화","여","20대","서울특별시","강서구","외발산동","치킨","5"
"20161101","화","여","50대","서울특별시","강서구","외발산동","치킨","5"
"20161101","화","여","20대","서울특별시","강서구","내발산동","치킨","27"
"20161101","화","여","60대이상","서울특별시","강서구","가양동","치킨","7"
"20161101","화","여","10대","서울특별시","강서구","화곡동","치킨","5"
"20161101","화","여","60대이상","서울특별시","강서구","외발산동","치킨","5"
"20161101","화","여","10대","서울특별시","강서구","방화동","치킨","5"
"20161101","화","여","50대","서울특별시","강서구","가양동","치킨","5"
"20161101","화","남","60대이상","서울특별시","강서구","내발산동","치킨","5"
"20161101","화","남","20대","서울특별시","강서구","가양동","치킨","7"
"20161101","화","남","10대","서울특별시","강서구","염창동","치킨","5"
"20161101","화","남","50대","서울특별시","강서구","내발산동","치킨","14"
"20161101","화","남","20대","서울특별시","강서구","외발산동","치킨","5"
"20161101","화","남","20대","서울특별시","강서구","내발산동","치킨","47"
"20161101","화","남","50대","서울특별시","강서구","외발산동","치킨","5"
"20161101","화","남","50대","서울특별시","강서구","오곡동","치킨","5"
"20161101","화","남","60대이상","서울특별시","강서구","가양동","치킨","5"
"20161101","화","남","10대","서울특별시","강서구","방화동","치킨","8"
"20161101","화","남","50대","서울특별시","강서구","가양동","치킨","5"
"20161101","화","남","10대","서울특별시","강서구","화곡동","치킨","13"
"20161101","화","여","50대","서울특별시","강서구","방화동","치킨","6"
"20161101","화","여","10대","서울특별시","강서구","가양동","치킨","5"
"20161101","화","여","50대","서울특별시","강서구","화곡동","치킨","28"
"20161101","화","여","30대","서울특별시","강서구","등촌동","치킨","25"
"20161101","화","여","60대이상","서울특별시","강서구","화곡동","치킨","11"
"20161101","화","여","20대","서울특별시","강서구","염창동","치킨","5"
"20161101","화","여","60대이상","서울특별시","강서구","방화동","치킨","5"
"20161101","화","여","50대","서울특별시","강서구","염창동","치킨","5"
"20161101","화","여","10대","서울특별시","강서구","내발산동","치킨","14"
"20161101","화","남","40대","서울특별시","강서구","등촌동","치킨","13"
